Player,Country,Start,End,Matches,Innings,NotOuts,Runs,HighScore,HighScoreNotOut,Average,BallsFaced,StrikeRate,Hundreds,Fifties,Ducks,Fours,Sixes
AC Kose ,TKY,2019,2019,4,4,0,15,15,FALSE,3.75,33,45.45454545,0,0,3,3,0
Nasrulla Rana ,Hong Kong,2019,2020,11,6,2,15,7,FALSE,3.75,26,57.69230769,0,0,3,0,0
Shapoor Zadran ,Afghanistan,2010,2020,36,13,6,27,13,FALSE,3.857142857,65,41.53846154,0,0,3,0,3
KK Ahuja ,Mex,2019,2019,8,7,0,28,8,FALSE,4,50,56,0,0,1,1,1
S Lamichhane ,ICC/Nepal,2018,2020,21,10,4,24,9,FALSE,4,34,70.58823529,0,0,2,1,0
IKO Aboagye ,Ghana,2019,2019,4,4,0,16,7,FALSE,4,37,43.24324324,0,0,1,0,0
P Arrighi ,Arg,2019,2019,5,4,0,16,11,FALSE,4,46,34.7826087,0,0,1,0,0
JB Reva ,Papau New Guinea,2015,2019,9,4,0,16,7,FALSE,4,22,72.72727273,0,0,0,1,1
Arslan Ahmed ,PORT,2019,2019,3,3,0,12,11,FALSE,4,32,37.5,0,0,1,1,0
Asad Mohammad ,GER,2019,2020,10,4,1,12,5,FALSE,4,12,100,0,0,0,2,0
R Gaznavi ,SGP,2019,2020,5,3,0,12,8,FALSE,4,12,100,0,0,1,2,0
HJH Marshall ,New Zealand,2005,2006,3,3,0,12,8,FALSE,4,14,85.71428571,0,0,0,0,0
Nader Zahadiafzal ,Iran,2020,2020,3,3,0,12,12,FALSE,4,24,50,0,0,2,2,0
M Patel ,Chile,2019,2019,3,3,0,12,8,FALSE,4,15,80,0,0,1,1,1
Abbas Saad ,Saudi,2019,2019,2,2,0,8,8,FALSE,4,8,100,0,0,1,1,0
B Banerjee ,Mex,2019,2019,6,4,2,8,6,TRUE,4,19,42.10526316,0,0,2,0,0
JJ Bumrah ,India,2016,2020,50,6,4,8,7,FALSE,4,13,61.53846154,0,0,1,1,0
AS Dean ,Canada,2008,2013,2,2,0,8,7,FALSE,4,10,80,0,0,0,0,0
S Randiv ,Sri Lanka,2010,2011,7,2,0,8,6,FALSE,4,6,133.3333333,0,0,0,1,0
N Khanna ,MLT,2019,2019,2,2,0,8,6,FALSE,4,12,66.66666667,0,0,0,1,0
NCK Liyanage ,MAL,2019,2019,6,3,1,8,8,FALSE,4,8,100,0,0,1,1,0
CAK Rajitha ,Sri Lanka,2016,2019,10,4,2,8,5,FALSE,4,23,34.7826087,0,0,1,0,0
Shahadat Hossain ,Bangladesh,2006,2013,6,5,3,8,4,TRUE,4,12,66.66666667,0,0,1,0,0
O Thomas ,West Indies,2018,2020,15,5,3,8,8,TRUE,4,11,72.72727273,0,0,2,2,0
R Vishwanath ,LUX,2019,2019,2,2,0,8,5,FALSE,4,10,80,0,0,0,1,0
GJ Batty ,England,2009,2009,1,1,0,4,4,FALSE,4,7,57.14285714,0,0,0,0,0
CJ Boyce ,Australia,2014,2016,7,2,1,4,3,FALSE,4,7,57.14285714,0,0,0,0,0
PC Connell ,Ireland,2008,2010,9,3,2,4,3,TRUE,4,7,57.14285714,0,0,1,0,0
Farhan Ahmed ,United Arab Emirates,2016,2016,3,1,0,4,4,FALSE,4,8,50,0,0,0,0,0
A Karn ,Nepal,2015,2015,2,1,0,4,4,FALSE,4,7,57.14285714,0,0,0,0,0
CK Langeveldt ,South Africa,2005,2010,9,3,2,4,2,TRUE,4,8,50,0,0,0,0,0
Mohammad Tauqir ,United Arab Emirates,2015,2015,3,2,1,4,4,FALSE,4,6,66.66666667,0,0,0,1,0
Muhammad Rafique ,BHR,2019,2019,2,1,0,4,4,FALSE,4,5,80,0,0,0,0,0
JM Muirhead ,Australia,2014,2014,5,2,1,4,3,FALSE,4,8,50,0,0,0,0,0
Nazmus Sadat ,Bangladesh,2006,2006,1,1,0,4,4,FALSE,4,3,133.3333333,0,0,0,0,0
NJ Reardon ,Australia,2014,2014,2,1,0,4,4,FALSE,4,8,50,0,0,0,0,0
T Shamsi ,South Africa,2017,2021,28,5,4,4,2,TRUE,4,13,30.76923077,0,0,1,0,0
SP Terry ,Ireland,2016,2016,1,1,0,4,4,FALSE,4,6,66.66666667,0,0,0,0,0
Abdur Razzak ,Bangladesh,2006,2014,34,20,10,41,9,FALSE,4.1,74,55.40540541,0,0,5,1,0
SE Bond ,New Zealand,2005,2010,20,8,3,21,8,TRUE,4.2,21,100,0,0,2,2,0
E Ul Haq ,NOR,2019,2019,5,5,0,21,10,FALSE,4.2,36,58.33333333,0,0,0,2,0
A Bohara ,Nepal,2019,2020,20,7,3,17,12,FALSE,4.25,19,89.47368421,0,0,2,1,1
SS Cottrell ,West Indies,2014,2020,30,9,5,17,4,TRUE,4.25,28,60.71428571,0,0,1,2,0
Khurram Shahzad ,QAT,2020,2020,7,5,1,17,10,FALSE,4.25,29,58.62068966,0,0,0,2,0
S Kizilkaya ,TKY,2019,2019,4,4,0,17,8,FALSE,4.25,28,60.71428571,0,0,1,3,0
Mustafizur Rahman ,Bangladesh,2015,2020,41,15,5,43,15,FALSE,4.3,55,78.18181818,0,0,4,3,3
J Edness ,Bermuda,2008,2008,3,3,0,13,9,FALSE,4.333333333,28,46.42857143,0,0,1,0,0
CR Foggo ,Bermuda,2008,2008,3,3,0,13,7,FALSE,4.333333333,17,76.47058824,0,0,1,2,0
SP Gauchan ,Nepal,2014,2015,9,5,2,13,6,TRUE,4.333333333,43,30.23255814,0,0,2,0,0
SW Masakadza ,Zimbabwe,2010,2013,7,5,1,18,9,FALSE,4.5,24,75,0,0,1,1,0
Elias Sunny ,Bangladesh,2012,2012,7,4,2,9,5,FALSE,4.5,9,100,0,0,0,1,0
NA Janes ,THAI,2019,2019,2,2,0,9,9,FALSE,4.5,11,81.81818182,0,0,1,1,0
Muhammad Wafiq ,MAL,2019,2019,4,3,1,9,6,TRUE,4.5,12,75,0,0,1,1,0
IH Romaine ,Bermuda,2008,2008,2,2,0,9,8,FALSE,4.5,20,45,0,0,0,0,0
Sakib Hasan ,Serb,2019,2019,2,2,0,9,8,FALSE,4.5,7,128.5714286,0,0,0,1,0
MM Sarwar ,KUW,2019,2019,5,3,1,9,8,FALSE,4.5,9,100,0,0,1,0,1
T Wangchuk jnr ,BHU,2019,2019,2,2,0,9,9,FALSE,4.5,17,52.94117647,0,0,1,2,0
S Waqas Ahmed ,NOR,2019,2019,5,3,1,9,8,TRUE,4.5,20,45,0,0,1,0,0
JB Little ,Ireland,2016,2020,17,8,3,23,7,FALSE,4.6,28,82.14285714,0,0,2,3,0
Shafiul Islam ,Bangladesh,2010,2020,20,6,1,23,16,FALSE,4.6,33,69.6969697,0,0,1,1,1
PJ Ongondo ,Kenya,2007,2008,8,6,0,28,16,FALSE,4.666666667,23,121.7391304,0,0,2,1,2
Ibrahim Zadran ,Afghanistan,2019,2019,3,3,0,14,11,FALSE,4.666666667,26,53.84615385,0,0,0,0,1
JWN Moses ,Botsw,2019,2019,3,3,0,14,9,FALSE,4.666666667,20,70,0,0,0,0,1
S Pillai ,CRC,2019,2019,3,3,0,14,6,FALSE,4.666666667,27,51.85185185,0,0,0,1,0
Rakibul Hasan ,ITA,2019,2019,8,4,1,14,5,TRUE,4.666666667,17,82.35294118,0,0,1,1,0
S Varathappan ,KUW,2019,2019,3,3,0,14,9,FALSE,4.666666667,14,100,0,0,1,3,0
Fahad Tariq ,United Arab Emirates,2016,2016,6,5,1,19,16,FALSE,4.75,24,79.16666667,0,0,2,1,1
HM Nicholls ,New Zealand,2016,2019,5,4,0,19,7,FALSE,4.75,28,67.85714286,0,0,0,2,0
JW Dernbach ,England,2011,2014,34,7,2,24,12,FALSE,4.8,21,114.2857143,0,0,1,3,0
MA Starc ,Australia,2012,2020,35,10,5,24,7,TRUE,4.8,26,92.30769231,0,0,0,0,1
PA van Meekeren ,Netherlands,2013,2019,41,9,1,39,18,FALSE,4.875,40,97.5,0,0,3,0,3
CRD Fernando ,Sri Lanka,2006,2016,18,7,2,25,21,FALSE,5,27,92.59259259,0,0,2,4,0
SA Okpe ,NGA,2019,2019,8,6,1,25,12,FALSE,5,46,54.34782609,0,0,0,1,0
NW Bracken ,Australia,2006,2009,19,6,3,15,4,TRUE,5,22,68.18181818,0,0,1,1,0
TL Chatara ,Zimbabwe,2010,2020,22,3,0,15,8,FALSE,5,18,83.33333333,0,0,1,1,0
Hamed Khan ,Hong Kong,2020,2020,3,3,0,15,10,FALSE,5,19,78.94736842,0,0,1,2,0
J Hill ,PHI,2019,2019,4,3,0,15,6,FALSE,5,20,75,0,0,0,3,0
Shoaib Ali ,Saudi,2019,2020,8,3,0,15,9,FALSE,5,21,71.42857143,0,0,1,2,0
AO Suji ,Kenya,2007,2010,8,5,2,15,7,FALSE,5,29,51.72413793,0,0,0,0,0
VB van Jaarsveld ,South Africa,2009,2009,3,3,0,15,12,FALSE,5,23,65.2173913,0,0,1,0,0
Asif Bevinje ,ROM,2020,2020,3,2,0,10,8,FALSE,5,17,58.82352941,0,0,0,0,0
G Kaltongga ,VAN,2019,2019,3,2,0,10,10,FALSE,5,12,83.33333333,0,0,1,1,0
S Nerandzic ,Serb,2019,2019,2,2,0,10,5,FALSE,5,33,30.3030303,0,0,0,1,0
M Ntini ,South Africa,2005,2011,10,4,2,10,5,FALSE,5,11,90.90909091,0,0,1,2,0
SL Perera ,Ghana,2019,2019,2,2,0,10,7,FALSE,5,23,43.47826087,0,0,0,0,0
Syazrul Idrus ,MAL,2019,2020,10,3,1,10,9,TRUE,5,14,71.42857143,0,0,1,1,0
ME Sanuth ,Oman,2020,2020,1,1,0,5,5,FALSE,5,7,71.42857143,0,0,0,0,0
Arslan Ahmed (),NA,2019,2019,3,1,0,5,5,FALSE,5,13,38.46153846,0,0,0,0,0
MS Atapattu ,Sri Lanka,2006,2006,2,1,0,5,5,FALSE,5,8,62.5,0,0,0,0,0
IG Butler ,New Zealand,2009,2013,19,6,5,5,2,TRUE,5,10,50,0,0,0,0,0
T Caruana ,GIBR,2019,2019,2,1,0,5,5,FALSE,5,13,38.46153846,0,0,0,0,0
Imran Ali ,KUW,2019,2019,4,2,1,5,5,TRUE,5,6,83.33333333,0,0,1,0,0
Khawar Zafar ,Saudi,2020,2020,2,1,0,5,5,FALSE,5,3,166.6666667,0,0,0,1,0
CBRLS Kumara ,Sri Lanka,2019,2020,7,3,2,5,4,FALSE,5,3,166.6666667,0,0,0,1,0
AM McCarthy ,West Indies,2018,2018,1,1,0,5,5,FALSE,5,8,62.5,0,0,0,0,0
GD McGrath ,Australia,2005,2005,2,1,0,5,5,FALSE,5,12,41.66666667,0,0,0,0,0
Mohammad Hasnain ,Pakistan,2019,2020,10,3,2,5,4,TRUE,5,12,41.66666667,0,0,0,1,0
Mohammad Salman ,Pakistan,2011,2011,1,1,0,5,5,FALSE,5,6,83.33333333,0,0,0,0,0
Mohammed Nadeem ,QAT,2019,2020,22,5,4,5,3,FALSE,5,9,55.55555556,0,0,0,0,0
Muhammad Ansar ,KUW,2020,2020,4,1,0,5,5,FALSE,5,5,100,0,0,0,1,0
N M'shangwe ,Zimbabwe,2013,2014,5,2,1,5,5,TRUE,5,4,125,0,0,1,1,0
GM Ntambalika ,MWest Indies,2019,2019,3,1,0,5,5,FALSE,5,11,45.45454545,0,0,0,0,0
Parvez Rasool ,India,2017,2017,1,1,0,5,5,FALSE,5,6,83.33333333,0,0,0,0,0
NK Patel ,United States of America,2019,2019,4,2,1,5,5,TRUE,5,10,50,0,0,1,0,0
D Paterson ,South Africa,2017,2018,8,2,1,5,4,TRUE,5,2,250,0,0,0,1,0
Pavandeep Singh ,MAL,2019,2020,19,6,5,5,2,TRUE,5,8,62.5,0,0,0,0,0
AG Prince ,South Africa,2005,2005,1,1,0,5,5,FALSE,5,6,83.33333333,0,0,0,0,0
BM Scholtz ,Namibia,2019,2019,14,4,3,5,3,TRUE,5,10,50,0,0,1,0,0
M Spry ,Peru,2019,2019,4,2,1,5,3,TRUE,5,11,45.45454545,0,0,0,0,0
DR Tuffey ,New Zealand,2005,2010,3,2,1,5,5,TRUE,5,5,100,0,0,1,1,0
C Vorster ,GUE,2019,2019,1,1,0,5,5,FALSE,5,8,62.5,0,0,0,0,0
OJ Webster ,IOM,2020,2020,1,1,0,5,5,FALSE,5,7,71.42857143,0,0,0,1,0
SE Aquilina ,MLT,2019,2020,7,5,0,26,14,FALSE,5.2,37,70.27027027,0,0,0,2,0
E Otieno ,Kenya,2012,2019,18,8,3,26,8,FALSE,5.2,48,54.16666667,0,0,1,0,1
AG Cremer ,Zimbabwe,2008,2018,29,19,6,68,17,FALSE,5.230769231,102,66.66666667,0,0,2,2,0
CJ Ferguson ,Australia,2009,2009,3,3,0,16,8,FALSE,5.333333333,19,84.21052632,0,0,1,1,0
K Modise ,Botsw,2019,2019,3,3,0,16,10,FALSE,5.333333333,16,100,0,0,1,2,1
KW Richardson ,Australia,2014,2021,26,5,2,16,9,FALSE,5.333333333,15,106.6666667,0,0,1,0,0
SS Pathirana ,Sri Lanka,2016,2017,5,5,0,27,14,FALSE,5.4,24,112.5,0,0,0,3,0
FJ Klaassen ,Netherlands,2018,2019,21,7,1,33,13,FALSE,5.5,34,97.05882353,0,0,1,2,0
Apon Mustafizur ,Serb,2019,2019,2,2,0,11,11,FALSE,5.5,28,39.28571429,0,0,1,2,0
JD Campbell ,West Indies,2019,2019,2,2,0,11,11,FALSE,5.5,16,68.75,0,0,1,2,0
A Djorovic ,Serb,2019,2019,2,2,0,11,9,FALSE,5.5,26,42.30769231,0,0,0,1,0
FH Edwards ,West Indies,2007,2021,22,5,3,11,7,TRUE,5.5,11,100,0,0,1,1,0
KS Lokuarachchi ,Sri Lanka,2012,2012,2,2,0,11,11,FALSE,5.5,13,84.61538462,0,0,1,1,0
AK Mandal ,Nepal,2015,2015,2,2,0,11,9,FALSE,5.5,25,44,0,0,0,0,0
J Reb ,Serb,2019,2019,2,2,0,11,9,FALSE,5.5,14,78.57142857,0,0,0,1,0
TA Boult ,New Zealand,2013,2021,34,10,5,28,8,FALSE,5.6,38,73.68421053,0,0,1,2,0
Iqbal Hussain ,QAT,2019,2020,22,8,3,28,19,FALSE,5.6,34,82.35294118,0,0,3,3,0
A Nehra ,India,2009,2017,27,5,0,28,22,FALSE,5.6,39,71.79487179,0,0,3,1,2
RR Emrit ,West Indies,2018,2018,4,3,0,17,11,FALSE,5.666666667,27,62.96296296,0,0,0,0,1
Shafraz Jaleel ,Mald,2019,2019,4,3,0,17,17,FALSE,5.666666667,14,121.4285714,0,0,2,1,1
JR Singleton (),NA,2019,2019,3,3,0,17,7,FALSE,5.666666667,26,65.38461538,0,0,0,3,0
OR Willis ,Caym,2019,2019,3,3,0,17,15,FALSE,5.666666667,32,53.125,0,0,0,0,1
B Kumar ,India,2012,2021,44,9,5,23,9,FALSE,5.75,29,79.31034483,0,0,1,0,0
SH Obed ,VAN,2019,2019,12,7,2,29,9,FALSE,5.8,41,70.73170732,0,0,0,1,0
HS Baidwan ,Canada,2008,2013,17,11,2,54,21,FALSE,6,52,103.8461538,0,0,4,4,1
Ibrahim Hassan ,Mald,2019,2020,14,10,3,42,18,TRUE,6,68,61.76470588,0,0,3,0,0
LE Plunkett ,England,2006,2019,22,11,4,42,18,FALSE,6,34,123.5294118,0,0,3,3,1
Jagjit Singh ,Peru,2019,2019,4,4,0,24,12,FALSE,6,30,80,0,0,0,1,0
MJ McClenaghan ,ICC/New Zealand,2012,2018,29,8,4,24,10,FALSE,6,23,104.3478261,0,0,2,1,2
BE Hendricks ,South Africa,2014,2020,14,4,1,18,12,TRUE,6,22,81.81818182,0,0,1,0,1
P Suanchuai ,THAI,2020,2020,4,4,1,18,13,TRUE,6,36,50,0,0,1,0,1
HN Ya France ,Namibia,2019,2019,6,3,0,18,13,FALSE,6,20,90,0,0,1,1,1
J Anderson ,Ireland,2015,2015,4,2,0,12,9,FALSE,6,18,66.66666667,0,0,0,1,0
HMCM Bandara ,Sri Lanka,2006,2009,4,3,1,12,7,FALSE,6,15,80,0,0,0,0,0
NV Ojha ,India,2010,2010,2,2,0,12,10,FALSE,6,27,44.44444444,0,0,0,2,0
Raag Kapur ,Hong Kong,2019,2019,4,3,1,12,6,FALSE,6,16,75,0,0,0,1,0
MJ Ansell ,IOM,2020,2020,1,1,0,6,6,FALSE,6,7,85.71428571,0,0,0,1,0
Aqib Iqbal ,Aut,2019,2019,5,1,0,6,6,FALSE,6,6,100,0,0,0,0,0
RMS Eranga ,Sri Lanka,2012,2013,3,1,0,6,6,FALSE,6,7,85.71428571,0,0,0,1,0
L Evile ,Samoa,2019,2019,4,1,0,6,6,FALSE,6,7,85.71428571,0,0,0,1,0
C Hartmann ,IOM,2020,2020,1,1,0,6,6,FALSE,6,14,42.85714286,0,0,0,0,0
PJ Hughes ,Australia,2014,2014,1,1,0,6,6,FALSE,6,8,75,0,0,0,1,0
D Maisuria ,Botsw,2019,2019,6,3,2,6,6,TRUE,6,11,54.54545455,0,0,1,0,0
B Muzarabani ,Zimbabwe,2018,2020,9,4,3,6,5,TRUE,6,11,54.54545455,0,0,1,1,0
OF Smith ,West Indies,2018,2018,2,1,0,6,6,FALSE,6,5,120,0,0,0,1,0
R Strydom ,Ireland,2008,2008,4,2,1,6,5,TRUE,6,7,85.71428571,0,0,0,0,0
Tauqeer Hussain ,ESP,2019,2020,6,2,1,6,3,TRUE,6,10,60,0,0,0,0,0
HER Tyler ,PHI,2019,2019,2,1,0,6,6,FALSE,6,9,66.66666667,0,0,0,0,0
VS Padhaal ,Fin,2019,2019,5,5,0,31,14,FALSE,6.2,44,70.45454545,0,0,0,4,0
ACF Stokes ,GUE,2019,2020,8,5,0,31,16,FALSE,6.2,26,119.2307692,0,0,3,6,0
Hilal Ahmad ,CZK-R,2019,2020,10,10,2,50,18,TRUE,6.25,67,74.62686567,0,0,2,2,0
G Goudie ,Scotland,2010,2013,9,6,2,25,9,TRUE,6.25,20,125,0,0,0,2,1
Raza-ur-Rehman ,Canada,2012,2013,5,4,0,25,10,FALSE,6.25,29,86.20689655,0,0,0,3,0
A Srivastav ,Chile,2019,2019,4,4,0,25,21,FALSE,6.25,37,67.56756757,0,0,2,2,0
LC Le Tissier ,GUE,2019,2020,10,8,2,38,9,FALSE,6.333333333,39,97.43589744,0,0,0,3,0
Bilal Khan ,Oman,2015,2020,35,11,8,19,6,TRUE,6.333333333,30,63.33333333,0,0,2,1,0
P Florin ,ROM,2019,2020,8,4,1,19,14,FALSE,6.333333333,22,86.36363636,0,0,1,2,0
Junaid Sheikh ,NOR,2019,2019,5,3,0,19,9,FALSE,6.333333333,20,95,0,0,0,1,1
Mohammad Ahsan ,KUW,2019,2019,6,3,0,19,8,FALSE,6.333333333,20,95,0,0,0,0,1
F Nsubuga ,UGA,2019,2020,6,4,1,19,9,FALSE,6.333333333,19,100,0,0,0,0,2
AM Phangiso ,South Africa,2012,2018,16,3,0,19,13,FALSE,6.333333333,29,65.51724138,0,0,0,1,0
KOK Williams ,West Indies,2016,2020,26,7,4,19,13,TRUE,6.333333333,17,111.7647059,0,0,1,1,1
SNJ O'Keefe ,Australia,2010,2011,7,5,0,32,22,FALSE,6.4,26,123.0769231,0,0,0,4,1
SL Malinga ,Sri Lanka,2006,2020,84,33,12,136,27,FALSE,6.476190476,161,84.47204969,0,0,8,9,5
TS Bharaj ,DEN,2019,2019,9,8,0,52,19,FALSE,6.5,77,67.53246753,0,0,1,2,0
Fitri Sham ,MAL,2019,2020,22,13,5,52,15,TRUE,6.5,67,77.6119403,0,0,0,2,1
Abdullah Sheikh ,NOR,2019,2019,2,2,0,13,11,FALSE,6.5,18,72.22222222,0,0,0,1,0
Z Khan ,India,2006,2012,17,4,2,13,9,FALSE,6.5,10,130,0,0,0,0,1
Lucky Ali ,DEN,2019,2019,2,2,0,13,7,FALSE,6.5,18,72.22222222,0,0,0,1,0
Muhammad Hamayun ,Saudi,2019,2019,4,2,0,13,8,FALSE,6.5,10,130,0,0,0,1,1
OFJ Tonuu ,Samoa,2019,2019,4,3,1,13,6,TRUE,6.5,18,72.22222222,0,0,0,0,0
PVD Chameera ,Sri Lanka,2015,2021,22,11,6,33,12,FALSE,6.6,42,78.57142857,0,0,2,3,0
Simandeep Singh ,Hong Kong,2019,2019,7,7,2,33,14,TRUE,6.6,32,103.125,0,0,0,2,0
AA Westphal ,Mex,2019,2019,5,5,0,33,24,FALSE,6.6,40,82.5,0,0,0,3,0
Z Groenewald ,Namibia,2019,2019,10,4,1,20,13,FALSE,6.666666667,35,57.14285714,0,0,0,0,0
Naiem Bameri ,Iran,2020,2020,3,3,0,20,10,FALSE,6.666666667,57,35.0877193,0,0,0,0,0
PADLR Sandakan ,Sri Lanka,2017,2021,19,6,3,20,10,FALSE,6.666666667,27,74.07407407,0,0,0,2,0
JRMVB Sanjaya ,Sri Lanka,2017,2017,8,5,2,20,6,FALSE,6.666666667,18,111.1111111,0,0,0,3,0
Delawar Khan ,DEN,2019,2019,9,8,1,47,17,FALSE,6.714285714,40,117.5,0,0,2,0,4
TC Barker ,LUX,2019,2019,4,4,0,27,18,FALSE,6.75,33,81.81818182,0,0,0,1,0
DT Christian ,Australia,2010,2017,16,7,3,27,9,FALSE,6.75,28,96.42857143,0,0,1,2,0
Shoaib Qureshi ,Fin,2019,2019,5,4,0,27,12,FALSE,6.75,34,79.41176471,0,0,1,2,0
Nadeem Ahmed ,Hong Kong,2014,2017,24,9,4,34,10,FALSE,6.8,55,61.81818182,0,0,1,2,0
JTS Sumerauer ,JER,2019,2019,8,6,1,34,13,FALSE,6.8,39,87.17948718,0,0,0,3,0
PJ Cummins ,Australia,2011,2020,30,13,6,48,13,TRUE,6.857142857,42,114.2857143,0,0,2,3,2
C Zhuwao ,Zimbabwe,2008,2018,7,7,0,48,24,FALSE,6.857142857,66,72.72727273,0,0,4,7,1
AU Rashid ,England,2009,2021,53,18,10,56,9,TRUE,7,69,81.15942029,0,0,0,4,0
L Gregory ,England,2019,2020,8,6,1,35,15,FALSE,7,30,116.6666667,0,0,1,2,2
VV Morea ,Papau New Guinea,2015,2017,5,5,0,35,19,FALSE,7,44,79.54545455,0,0,1,4,0
R Pillai ,GER,2019,2019,6,5,1,28,14,FALSE,7,44,63.63636364,0,0,1,1,0
BB Chari ,Zimbabwe,2019,2019,3,3,0,21,19,FALSE,7,31,67.74193548,0,0,1,4,0
Karweng NG ,PHI,2019,2019,4,3,0,21,14,FALSE,7,30,70,0,0,0,0,1
Shoaib Akhtar ,Pakistan,2006,2010,15,6,3,21,8,TRUE,7,16,131.25,0,0,1,2,1
SJS Smith ,Scotland,2010,2012,5,4,1,21,9,FALSE,7,40,52.5,0,0,1,1,0
SF Tiai ,Samoa,2019,2019,4,3,0,21,11,FALSE,7,22,95.45454545,0,0,1,2,0
CA Young ,Ireland,2015,2020,32,9,6,21,8,FALSE,7,29,72.4137931,0,0,0,2,0
Abul Hasan ,Bangladesh,2012,2018,5,2,0,14,9,FALSE,7,11,127.2727273,0,0,0,2,0
CM Akachukwu ,NGA,2019,2019,8,5,3,14,8,FALSE,7,15,93.33333333,0,0,0,0,1
A Manepalli ,LUX,2020,2020,2,2,0,14,8,FALSE,7,13,107.6923077,0,0,0,1,0
JAH Marshall ,New Zealand,2005,2008,3,2,0,14,13,FALSE,7,15,93.33333333,0,0,0,2,0
AN Petersen ,South Africa,2010,2010,2,2,0,14,8,FALSE,7,19,73.68421053,0,0,0,1,0
C Prasad ,CRC,2019,2019,3,3,1,14,11,FALSE,7,29,48.27586207,0,0,1,1,0
RP Arnold ,Sri Lanka,2006,2006,1,1,0,7,7,FALSE,7,7,100,0,0,0,0,0
Aslam Mohammad (),NA,2019,2019,3,1,0,7,7,FALSE,7,8,87.5,0,0,0,1,0
PRP Boissevain ,Netherlands,2019,2019,4,2,1,7,7,TRUE,7,7,100,0,0,1,1,0
MA Carberry ,England,2014,2014,1,1,0,7,7,FALSE,7,7,100,0,0,0,1,0
PKD Chase ,Ireland,2018,2019,12,5,4,7,4,FALSE,7,13,53.84615385,0,0,0,1,0
DK Dahyabhai Ahir ,PNM,2019,2019,2,1,0,7,7,FALSE,7,10,70,0,0,0,1,0
S Mahmood ,England,2019,2020,6,2,1,7,4,FALSE,7,7,100,0,0,0,1,0
Naveen-ul-Haq ,Afghanistan,2019,2020,5,2,1,7,5,FALSE,7,7,100,0,0,0,1,0
Qadeer Ahmed ,United Arab Emirates,2015,2019,10,4,3,7,5,TRUE,7,12,58.33333333,0,0,1,1,0
LH Rodrigues (),NA,2019,2019,4,3,2,7,4,TRUE,7,12,58.33333333,0,0,1,1,0
JN Snape ,England,2007,2007,1,1,0,7,7,FALSE,7,11,63.63636364,0,0,0,0,0
Sumair Khan ,MLT,2019,2019,1,1,0,7,7,FALSE,7,6,116.6666667,0,0,0,1,0
Tanveer Ahmed ,Hong Kong,2016,2017,5,2,1,7,7,TRUE,7,11,63.63636364,0,0,1,1,0
MA Ouma ,Kenya,2007,2013,22,19,1,127,19,FALSE,7.055555556,160,79.375,0,0,3,15,1
S Badree ,West Indies/World XI,2012,2018,52,16,10,43,14,TRUE,7.166666667,65,66.15384615,0,0,0,1,1
Washington Sundar ,India,2017,2021,27,10,4,43,14,TRUE,7.166666667,30,143.3333333,0,0,3,3,3
V Ganesan ,GER,2019,2020,6,5,0,36,15,FALSE,7.2,47,76.59574468,0,0,0,0,0
A Dananjaya ,Sri Lanka,2012,2021,25,13,5,58,11,TRUE,7.25,66,87.87878788,0,0,2,6,0
BJ McCarthy ,Ireland,2017,2020,10,6,2,29,18,TRUE,7.25,23,126.0869565,0,0,4,0,2
Mian Mehmood ,PORT,2019,2019,4,4,0,29,13,FALSE,7.25,41,70.73170732,0,0,1,1,1
DNA Ankrah ,Ghana,2019,2019,4,3,0,22,12,FALSE,7.333333333,43,51.1627907,0,0,0,2,0
M Morkel ,South Africa/World XI,2007,2017,44,8,5,22,8,TRUE,7.333333333,18,122.2222222,0,0,0,3,1
AK Muslar ,Blz,2019,2019,3,3,0,22,13,FALSE,7.333333333,27,81.48148148,0,0,1,1,2
D Nikolov ,BUL,2019,2020,7,4,1,22,13,FALSE,7.333333333,47,46.80851064,0,0,0,2,0
SCJ Broad ,England,2006,2014,56,26,10,118,18,TRUE,7.375,118,100,0,0,2,7,3
Mohammad Amir ,Pakistan,2009,2020,50,14,6,59,21,TRUE,7.375,72,81.94444444,0,0,2,2,3
AF Ifill ,Caym,2019,2019,6,6,1,37,9,FALSE,7.4,61,60.6557377,0,0,0,2,1
WW Hinds ,West Indies,2006,2010,5,5,1,30,14,FALSE,7.5,41,73.17073171,0,0,1,3,0
AB Agarkar ,India,2006,2007,4,2,0,15,14,FALSE,7.5,11,136.3636364,0,0,0,2,0
K Christie ,Hong Kong,2019,2019,11,4,2,15,11,TRUE,7.5,20,75,0,0,0,0,0
GL Cloete ,South Africa,2018,2019,2,2,0,15,13,FALSE,7.5,15,100,0,0,0,2,0
N Nankov ,BUL,2019,2020,4,3,1,15,14,FALSE,7.5,25,60,0,0,0,1,0
Usama Master ,MWest Indies,2019,2019,6,2,0,15,15,FALSE,7.5,13,115.3846154,0,0,1,1,0
Dawlat Zadran ,Afghanistan,2012,2019,34,17,8,68,13,FALSE,7.555555556,42,161.9047619,0,0,3,4,6
S Matsikenyeri ,Zimbabwe,2006,2012,10,10,0,76,32,FALSE,7.6,82,92.68292683,0,0,2,6,3
PD McGlashan ,New Zealand,2006,2010,11,9,1,61,26,FALSE,7.625,64,95.3125,0,0,0,6,2
RJ Trott ,Bermuda,2008,2019,15,10,4,46,19,FALSE,7.666666667,84,54.76190476,0,0,2,3,0
