text_score,text_score_expansion,hashtag,hasURL,isReply,length,tweet_topic_time_diff,semantic_overlap,#entityTypes,#entities,organization_entities,person_entities,work_entities,event_entities,species_entities,places_entities,nFollowers,nFriends,nFavorties,nListed,isVerified,isGeoEnabled,twitterAge,#tweetsPosted,relevanceJudge
-16,-16,0,0,1,32,4,0,0,0,0,0,0,0,0,0,4190,2632,7,19,0,0,1.411468,31958,0
-10.6665,-10.1991,0,0,1,22,4,0,0,0,0,0,0,0,0,0,10,10,7,0,0,1,1.687843,525,0
-16,-16,1,1,0,116,14,0,0,0,0,0,0,0,0,0,610,48,0,17,0,0,1.308814,32485,0
-10.6665,-10.1991,0,0,0,17,6,0,0,1,0,0,0,0,0,0,114,194,2,9,0,1,3.89617,2439,0
-16,-16,0,1,0,116,13,0,0,1,0,0,0,0,0,0,2460,2111,1,44,0,0,1.1417,20822,0
-16,-16,0,0,1,15,11,0,0,0,0,0,0,0,0,0,128,106,0,0,0,0,2.570157,5890,0
-16,-16,0,1,0,118,13,0,0,2,0,0,0,0,0,0,374,403,65,14,0,0,1.463287,13736,0
-10.6669,-10.1995,0,0,1,35,8,0,0,1,0,0,0,0,0,0,578,500,4,9,0,0,1.086824,1135,0
-10.6673,-10.1999,0,0,1,35,2,0,0,2,0,0,0,0,0,0,55,63,9,1,0,0,1.515527,2444,0
-16,-16,0,0,1,28,13,0,0,0,0,0,0,0,0,0,1846,988,31,158,0,0,2.718289,29060,0
-10.5003,-9.91888,0,0,0,77,15,0,1,2,0,1,0,0,0,0,804,671,4,21,0,0,2.092327,20759,0
-16,-16,0,0,0,138,2,0,0,0,0,0,0,0,0,0,903,294,6,67,0,1,2.509612,4805,0
-16,-16,0,0,1,62,14,0,0,0,0,0,0,0,0,0,761,852,780,26,0,0,1.983409,13000,0
-16,-16,0,0,0,101,14,0,0,0,0,0,0,0,0,0,704,601,0,41,0,0,3.514867,2858,0
-16,-16,0,1,0,110,14,0,0,0,0,0,0,0,0,0,184,37,104,14,0,0,3.427357,12121,0
-16,-16,0,0,1,134,1,0,1,1,0,1,0,0,0,0,473,201,6,79,0,0,1.207687,16209,0
-16,-16,0,0,1,69,15,0,0,0,0,0,0,0,0,0,2160,514,40,692,0,1,1.710068,60087,0
-16,-16,0,0,1,113,15,0,0,0,0,0,0,0,0,0,217,212,163,4,0,0,1.65893,3793,0
-16,-16,0,0,0,25,15,0,0,0,0,0,0,0,0,0,227,738,0,2,0,0,1.2601,23801,0
-16,-16,1,1,0,73,3,0,1,4,0,0,0,0,0,1,5233,5743,26,192,0,0,3.74025,28133,0
-10.6681,-10.2007,0,0,0,45,15,0,1,1,1,0,0,0,0,0,219,208,20,4,0,0,1.99975,6840,0
-16,-16,0,1,0,116,3,0,1,1,0,0,0,0,0,1,164,15,0,6,0,0,2.68723,27040,0
-10.6677,-10.2003,0,0,0,39,15,0,0,0,0,0,0,0,0,0,133,91,30,0,0,0,1.722534,10358,0
-16,-10.7245,1,1,0,120,9,0,1,2,0,0,0,0,0,2,11447,4485,0,485,0,0,2.463401,258114,0
-16,-16,1,0,0,89,15,0,0,0,0,0,0,0,0,0,68,53,2,3,0,1,2.012075,1160,0
-16,-16,0,1,0,116,4,0,1,3,0,0,0,0,0,1,14120,35,0,659,0,0,2.457516,20249,0
-16,-16,1,0,0,117,8,1,1,3,0,1,0,0,0,0,3299,2165,99,191,0,1,2.85734,60486,0
-16,-16,1,1,0,120,9,0,0,3,0,0,0,0,0,0,11447,4485,0,485,0,0,2.463401,258114,0
-10.6669,-10.1995,0,0,1,33,7,0,0,0,0,0,0,0,0,0,1153,206,455,24,0,1,2.811566,77925,0
-10.5038,-9.92245,0,0,0,139,3,0,0,1,0,0,0,0,0,0,449,194,3,1,0,0,1.986137,22554,0
-16,-16,0,0,1,31,1,0,0,0,0,0,0,0,0,0,903,103,3,1,0,0,1.208417,3749,0
-16,-16,0,0,1,136,15,0,0,0,0,0,0,0,0,0,10,196,5,0,0,1,1.254129,234,0
-16,-16,1,0,0,128,6,0,2,4,1,1,0,0,0,0,109,143,9,6,0,0,2.837205,2525,0
-16,-10.5264,1,0,0,127,9,0,1,2,0,2,0,0,0,0,1378,972,2369,148,0,0,3.657231,6430,0
-10.3106,-10.0109,1,0,0,139,0,0,1,1,0,1,0,0,0,0,81,167,61,4,0,0,1.369097,5153,0
-16,-16,0,0,1,105,15,0,0,0,0,0,0,0,0,0,3021,1112,5,155,0,0,3.543944,10089,0
-16,-16,0,0,1,135,15,0,0,0,0,0,0,0,0,0,753,485,17,70,0,1,3.449507,28642,0
-10.6693,-10.2019,0,0,1,58,14,0,1,1,0,0,0,0,0,1,399,338,8,6,0,1,2.039162,14564,0
-10.6725,-10.2051,0,0,0,102,14,0,1,6,0,0,0,0,0,3,929,3,0,34,0,0,2.763309,58456,0
-10.5042,-9.92285,0,0,0,138,5,0,1,5,0,0,1,0,0,0,2644,1060,6,65,0,0,3.226425,4726,0
-10.5031,-9.92166,0,0,0,138,8,0,2,8,2,1,0,0,0,0,1565,923,6,48,0,0,3.644127,13154,0
-10.6725,-10.2051,1,0,0,107,0,0,1,1,1,0,0,0,0,0,108,125,16,0,0,0,1.313605,7622,0
-16,-16,0,0,1,58,15,0,0,0,0,0,0,0,0,0,620,1662,5,11,0,0,1.27178,3969,0
-10.6673,-10.1999,0,0,0,28,4,0,1,2,0,0,2,0,0,0,166,162,11,0,0,0,1.802404,1131,0
-10.6717,-10.2043,0,0,0,70,6,0,1,2,1,0,0,0,0,0,412,574,76,0,0,1,2.144568,4201,0
-10.6689,-10.2015,0,0,1,59,15,0,1,2,0,0,1,0,0,0,1636,1357,195,65,0,0,2.23227,70055,0
-10.6705,-10.2031,0,0,1,70,9,0,0,1,0,0,0,0,0,0,532,467,254,25,0,0,1.548107,13705,0
-16,-16,0,0,0,28,15,0,0,0,0,0,0,0,0,0,90,119,2,0,0,1,1.561628,13281,0
-16,-16,0,1,0,43,4,0,0,0,0,0,0,0,0,0,144,229,8,0,0,1,1.68699,8082,0
-16,-16,1,0,0,50,15,0,0,0,0,0,0,0,0,0,79,72,1,5,0,0,2.800088,1683,0
-10.6705,-10.2031,0,0,0,66,15,0,1,3,0,0,0,0,0,1,94,109,0,0,0,0,2.720134,9854,0
-10.6685,-10.2011,1,0,0,51,8,0,0,1,0,0,0,0,0,0,775,183,0,48,0,0,2.934068,4591,0
-10.6753,-10.2079,0,0,1,128,15,0,0,2,0,0,0,0,0,0,142,218,71,0,0,1,1.140428,6385,0
-10.6749,-10.2075,0,0,0,135,4,0,0,2,0,0,0,0,0,0,3027,3320,0,87,0,1,1.966934,3524,0
-10.6689,-10.2015,0,0,1,61,4,0,2,3,1,0,1,0,0,0,49,86,3,1,0,0,2.205887,2070,0
-10.6673,-10.1999,0,0,1,39,3,0,0,0,0,0,0,0,0,0,155,942,5,1,0,1,1.829172,3909,0
-10.6673,-10.1999,0,0,1,37,6,0,0,1,0,0,0,0,0,0,93,111,6,0,0,0,2.320148,7253,0
-10.6669,-10.1995,1,0,1,25,13,0,0,0,0,0,0,0,0,0,5590,2413,134,57,0,1,1.160455,15841,0
-10.3074,-10.0362,0,1,0,79,10,0,0,0,0,0,0,0,0,0,287,793,0,1,0,0,1.417037,25676,0
-16,-10.5272,0,1,0,102,4,0,2,4,0,1,0,0,0,1,463,1203,0,0,0,0,1.42275,41713,0
-16,-16,0,1,0,70,14,0,2,6,0,0,1,0,0,1,452,1081,0,2,0,0,1.440777,39945,0
-16,-10.5985,0,1,0,86,0,0,1,4,0,0,1,0,0,0,393,833,0,2,0,0,1.743526,50132,0
-16,-10.6008,0,1,0,117,1,0,1,3,1,0,0,0,0,0,198,26,1,2,0,0,1.859452,13029,0
-10.7821,-10.5391,0,1,0,112,7,0,1,4,0,0,0,0,0,1,250,197,0,0,0,0,2.305795,4206,0
-10.7809,-10.4888,0,1,0,116,1,0,0,0,0,0,0,0,0,0,4169,4651,1,15,0,0,2.24326,15250,0
-16,-10.6631,1,0,0,137,9,0,1,2,1,0,0,0,0,0,410,591,8,12,0,1,2.802145,4402,0
-16,-10.7214,1,0,0,74,4,0,0,0,0,0,0,0,0,0,213,337,8,7,0,0,2.716181,3176,0
-16,-16,1,0,0,132,0,0,0,0,0,0,0,0,0,0,2563,363,1854,164,0,0,2.644622,66946,0
-10.683,-10.4648,1,1,0,96,11,0,1,1,0,0,0,0,0,1,406,17,26,26,0,0,1.804103,3672,0
-16,-16,0,1,0,87,6,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-16,-16,0,1,0,46,0,0,0,0,0,0,0,0,0,0,11,31,0,0,0,0,2.905414,26,0
-16,-16,0,1,0,36,0,0,1,1,0,0,0,0,0,1,112,0,0,2,0,0,1.474888,17680,0
-10.6737,-10.2063,0,0,1,106,2,0,1,3,0,0,1,0,0,0,1512,1684,193,36,0,0,1.19638,25229,0
-10.6753,-10.2079,0,0,1,132,0,0,2,4,2,0,1,0,0,0,471,296,337,4,0,0,1.142051,9157,0
-10.3086,-10.0374,0,0,0,118,1,0,2,4,0,1,0,0,0,1,146,137,34,2,0,1,3.047396,3992,0
-10.3086,-10.0374,1,1,0,119,1,0,0,0,0,0,0,0,0,0,3905,739,5301,229,0,0,2.758146,106753,0
-10.7817,-10.5997,0,1,0,104,8,1,2,3,1,0,0,0,0,2,177,156,1,0,0,0,2.506094,1318,1
-16,-16,0,1,0,61,7,0,0,0,0,0,0,0,0,0,256,461,1,10,0,0,1.783709,3775,0
-10.3102,-10.039,0,1,1,120,5,0,1,2,0,2,0,0,0,0,428,384,74,3,0,1,2.988096,17357,0
-10.8972,-16,0,1,0,31,2,0,0,1,0,0,0,0,0,0,166,201,1,8,0,0,2.546765,138,0
-16,-10.7237,1,1,0,90,2,0,2,4,0,1,0,0,0,1,2958,1011,5662,231,0,0,2.67469,43974,0
-16,-16,1,1,0,80,3,0,0,0,0,0,0,0,0,0,2958,1011,5662,231,0,0,2.67469,43974,0
-16,-10.6631,1,0,0,116,8,0,1,3,0,0,0,0,0,3,27,52,0,0,0,0,2.836537,71,0
-16,-10.7261,0,0,0,140,2,0,2,4,0,1,0,0,0,1,128,57,14,11,0,0,2.694686,3198,0
-10.309,-10.0093,1,0,0,106,2,0,2,4,0,1,0,0,0,1,114,104,9,0,0,0,2.468116,3382,0
-10.3098,-9.8966,0,0,0,118,1,0,1,2,0,2,0,0,0,0,60,1,2,1,0,0,1.093134,7441,0
-10.3094,-10.0382,0,0,1,121,1,0,1,4,0,1,0,0,0,0,386,422,34,35,0,0,2.574364,2066,0
-16,-10.7245,1,0,1,134,5,0,2,3,0,1,1,0,0,0,547,101,12,38,0,0,2.706883,25840,0
-10.7813,-10.5993,1,1,0,117,2,0,0,0,0,0,0,0,0,0,2502,42,55,185,0,0,2.696112,166351,0
-16,-16,1,1,0,111,3,1,2,2,1,0,1,0,0,0,1462,1372,310,131,0,0,2.970038,45743,0
-16,-16,1,0,0,139,3,1,1,3,2,0,0,0,0,0,1587,1992,206,75,0,0,2.78877,17861,0
-10.3094,-10.0382,0,1,0,91,13,0,1,3,1,0,0,0,0,0,5,3,0,0,0,0,1.547848,613,0
-16,-16,0,1,0,73,15,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1.134747,652,0
-16,-10.7222,0,1,0,57,4,1,2,3,0,0,1,0,0,1,62,0,0,0,0,0,1.853739,3738,0
-10.6733,-10.2059,0,1,0,84,6,0,1,2,0,0,1,0,0,0,50,56,2,2,0,1,2.633603,1078,0
-10.6721,-10.2047,0,1,0,76,15,0,2,3,1,1,0,0,0,0,1366,1009,60956,166,0,1,3.962069,172540,0
-10.6733,-10.2059,1,1,0,118,6,0,2,7,1,0,2,0,0,0,1319,128,0,41,0,0,1.601706,10206,0
-16,-16,1,1,0,90,5,0,0,0,0,0,0,0,0,0,1021,479,58,55,0,1,3.813814,46666,0
-16,-10.5981,1,1,0,48,0,0,2,3,1,0,1,0,0,0,594,0,0,16,0,0,1.111545,59529,0
-16,-16,0,1,0,44,9,0,0,0,0,0,0,0,0,0,287,174,59,0,0,1,2.309601,40332,0
-16,-16,0,1,0,68,9,0,0,0,0,0,0,0,0,0,837,1183,0,8,0,0,1.113295,13027,0
-16,-16,0,1,0,97,7,0,1,2,2,0,0,0,0,0,288,1830,0,5,0,0,1.169642,1313,0
-10.7372,-16,0,0,0,125,12,0,1,4,0,0,3,0,0,0,335,498,6,25,0,0,2.560207,3774,0
-16,-16,0,1,0,66,0,0,1,2,0,0,1,0,0,0,1354,1993,16,45,0,1,3.092898,47326,0
-16,-16,0,1,0,76,7,1,0,1,0,0,0,0,0,0,88,694,0,2,0,0,2.966653,2042,0
-10.3094,-10.0097,0,0,0,119,8,0,1,1,0,1,0,0,0,0,85,514,0,2,0,0,3.089524,386,0
-10.3106,-10.0394,0,0,0,138,3,0,0,0,0,0,0,0,0,0,314,181,112,9,0,0,2.172756,9375,0
-16,-16,0,0,0,130,14,0,1,4,1,0,0,0,0,0,24,31,0,2,0,0,1.105701,136,0
-16,-16,0,0,0,26,8,0,1,2,1,0,0,0,0,0,429,224,138,9,0,1,2.896038,14630,0
-16,-16,0,0,1,39,4,0,1,2,1,0,0,0,0,0,256,368,63,7,0,0,2.864383,20503,0
-16,-16,0,0,0,43,13,0,0,1,0,0,0,0,0,0,185,753,56,1,0,1,2.985996,11369,0
-16,-16,0,0,0,36,10,0,1,1,0,0,1,0,0,0,617,363,56,4,0,1,2.820552,30015,0
-16,-10.7265,0,0,0,138,9,0,2,5,0,1,0,0,0,1,318,146,22,24,0,0,3.112187,5905,0
-16,-16,1,0,0,54,11,0,1,2,0,0,1,0,0,0,574,1999,24,6,0,1,1.761247,6606,0
-16,-16,0,0,0,39,5,0,0,1,0,0,0,0,0,0,255,337,278,3,0,0,1.431686,7215,0
-16,-16,0,0,0,40,7,0,0,1,0,0,0,0,0,0,920,1426,6,31,0,0,1.957357,9921,0
-16,-16,0,0,0,41,6,0,0,1,0,0,0,0,0,0,246,463,1,2,0,1,3.497062,11130,0
-16,-16,0,0,0,27,9,0,1,1,1,0,0,0,0,0,133,191,0,5,0,1,4.890663,289,0
-16,-16,0,0,0,138,0,0,0,0,0,0,0,0,0,0,6213,129,66,156,0,0,2.732058,18810,0
-16,-16,0,1,0,54,12,0,0,0,0,0,0,0,0,0,222,2,0,16,0,0,2.054418,6367,0
-16,-16,0,1,0,65,11,0,2,3,1,0,1,0,0,0,3133,607,11,138,0,0,4.259935,25167,0
-16,-16,1,0,1,77,10,0,1,2,0,0,1,0,0,0,344,199,4,3,0,0,2.668349,1518,0
-10.6669,-10.1995,1,0,1,37,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-10.6697,-10.2023,0,0,0,44,13,0,1,1,1,0,0,0,0,0,161,105,1,3,0,1,1.780309,2674,0
-10.6677,-10.2003,0,0,0,33,7,0,1,1,0,0,1,0,0,0,96,145,22,2,0,1,1.714532,5368,0
-10.6733,-10.2059,0,0,1,104,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-10.6729,-10.1469,1,0,1,138,0,0,2,4,0,1,0,0,0,1,216,280,37,4,0,1,1.890501,5300,0
-16,-16,0,1,0,120,6,0,0,0,0,0,0,0,0,0,718,85,0,23,0,1,2.173577,321997,0
-16,-16,0,1,0,120,7,0,0,2,0,0,0,0,0,0,2389,2627,0,19,0,0,1.524137,24366,0
-16,-16,0,1,0,119,0,0,0,1,0,0,0,0,0,0,147,0,0,3,0,0,2.979571,11274,0
-10.7833,-10.6013,0,1,0,120,3,0,2,3,1,0,0,0,0,1,3734,4109,0,18,0,0,1.55516,49545,0
-16,-10.5977,0,1,0,84,0,0,0,1,0,0,0,0,0,0,27,5,0,2,0,0,1.957274,4819,0
-10.7324,-10.7637,0,1,0,84,0,0,0,0,0,0,0,0,0,0,1409,1817,2,62,0,0,2.456557,4874,0
-16,-10.7218,0,1,0,78,0,1,2,3,0,1,1,0,0,0,996,1220,0,10,0,1,3.767189,1239,0
-10.6701,-10.2027,0,1,0,59,0,0,1,2,1,0,0,0,0,0,1392,923,5,76,0,0,2.573865,5353,0
-10.7801,-10.4348,1,1,0,71,1,0,0,1,0,0,0,0,0,0,697,427,25,43,0,0,2.875346,15081,0
-16,-16,0,1,0,117,12,0,0,0,0,0,0,0,0,0,18529,17548,70,636,0,0,3.02293,7437,0
-16,-16,0,1,0,84,11,0,0,0,0,0,0,0,0,0,1412,855,0,21,0,0,2.05772,4278,0
-10.732,-10.7633,0,1,0,72,4,0,0,1,0,0,0,0,0,0,22,24,4,1,0,1,2.149242,882,0
-16,-16,1,1,0,118,1,0,0,3,0,0,0,0,0,0,2,6,0,0,0,0,2.92909,2,0
-16,-16,0,1,0,53,4,0,0,0,0,0,0,0,0,0,82,95,0,2,0,0,1.854345,1586,0
-16,-16,1,1,0,33,8,0,2,4,2,0,0,0,0,1,1125,1037,0,59,0,0,1.827889,1584,0
-16,-16,0,1,0,119,13,0,0,0,0,0,0,0,0,0,2192,2126,67,77,0,1,1.829436,8691,0
-16,-16,0,1,1,90,6,0,0,0,0,0,0,0,0,0,1757,1306,1138,74,0,1,3.828559,39605,0
-16,-16,0,1,0,67,3,0,0,3,0,0,0,0,0,0,1254,583,0,6,0,0,1.306786,41501,0
-16,-16,0,1,0,51,0,0,1,2,0,1,0,0,0,0,1254,583,0,6,0,0,1.306786,41501,0
-16,-16,1,1,0,88,0,0,0,1,0,0,0,0,0,0,230,297,1,4,0,0,1.113748,2001,0
-16,-16,0,1,0,76,15,0,1,6,0,0,0,0,1,0,159,667,3,0,0,0,2.27394,2019,0
-10.3078,-10.0366,0,1,0,74,8,0,0,1,0,0,0,0,0,0,1365,1976,0,5,0,1,2.040369,72941,0
-10.7332,-10.7645,0,1,0,100,8,0,0,0,0,0,0,0,0,0,257,31,0,3,0,0,1.194303,10305,0
-16,-16,0,1,0,87,12,0,2,2,0,1,1,0,0,0,2783,1872,6,175,0,1,2.968675,3549,0
-16,-16,0,1,0,120,15,0,0,0,0,0,0,0,0,0,1778,96,7,80,0,1,1.788763,11945,0
-16,-16,0,1,0,116,6,0,1,2,0,0,0,0,0,1,3070,633,138,41,0,1,3.307374,46301,0
-16,-16,1,0,0,138,5,0,3,3,0,1,1,0,0,1,657,819,15,12,0,0,2.443433,5267,0
-16,-16,1,0,0,127,2,0,0,0,0,0,0,0,0,0,6102,1027,646,90,0,1,1.953583,36292,0
-16,-16,1,0,0,107,9,0,4,6,1,1,1,0,0,1,408,320,9,13,0,1,1.627655,23802,0
-10.6665,-10.1991,1,0,0,20,8,0,0,1,0,0,0,0,0,0,443,170,11,10,0,0,1.817382,40017,0
-10.896,-16,0,0,1,35,7,0,0,0,0,0,0,0,0,0,467,329,14,20,0,0,2.9895,8536,0
-10.8976,-16,0,0,1,60,0,0,0,0,0,0,0,0,0,0,84,113,0,0,0,0,2.338659,3299,0
-10.8984,-16,0,0,1,65,8,0,0,1,0,0,0,0,0,0,4202,1274,46,335,0,1,3.389394,60222,0
-10.8988,-16,0,0,1,83,0,0,0,1,0,0,0,0,0,0,507,640,0,24,0,0,2.285185,4099,0
-10.896,-16,0,0,0,27,1,0,0,0,0,0,0,0,0,0,373,549,659,23,0,0,3.24467,32881,0
-16,-16,1,1,0,75,15,0,0,0,0,0,0,0,0,0,11447,4485,0,485,0,0,2.463401,258114,0
-10.896,-16,0,0,0,25,2,0,0,1,0,0,0,0,0,0,27,82,1,0,0,0,2.758646,237,0
-10.896,-16,0,0,0,31,14,0,0,0,0,0,0,0,0,0,400,384,2,3,0,0,2.04404,15563,0
-16,-16,0,0,0,139,0,0,4,7,1,2,1,0,1,0,388,395,26,10,0,0,3.051019,8144,0
-10.8988,-16,0,0,1,66,13,0,1,3,0,0,1,0,0,0,141183,714,58,1429,0,0,1.794899,33373,0
-16,-16,1,1,0,112,3,0,2,2,0,1,1,0,0,0,1996,101,0,93,0,1,5.003683,4591,0
-16,-16,0,1,0,34,10,0,0,0,0,0,0,0,0,0,185,296,429,2,0,0,2.493535,2297,0
-10.896,-16,0,0,0,34,12,0,0,0,0,0,0,0,0,0,279,140,8,34,0,0,2.561069,8012,0
-16,-16,0,0,1,103,11,0,0,0,0,0,0,0,0,0,1451,897,3,47,0,1,2.131335,61050,0
-10.3078,-10.0366,0,1,0,66,2,0,0,1,0,0,0,0,0,0,122,3,0,3,0,0,2.667883,7904,0
-10.8984,-16,1,1,0,55,4,0,0,1,0,0,0,0,0,0,349,441,2,28,0,1,1.918417,4799,0
-16,-16,0,1,0,99,2,0,0,0,0,0,0,0,0,0,1147,527,0,24,0,0,1.927976,91505,0
-16,-16,0,1,0,34,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-16,-16,0,1,0,81,14,0,0,3,0,0,0,0,0,0,731,1419,0,24,0,0,1.338378,518,0
-16,-16,0,1,0,74,1,0,0,0,0,0,0,0,0,0,2302,2445,0,8,0,0,1.248155,37879,0
-10.6685,-10.2011,0,1,0,26,9,0,0,0,0,0,0,0,0,0,62,60,3,0,0,1,1.155966,10015,0
-10.6737,-10.2063,0,0,0,112,3,0,0,4,0,0,0,0,0,0,228,246,10,3,0,1,2.635126,12921,0
-10.6725,-10.2051,0,0,0,98,3,0,0,1,0,0,0,0,0,0,283,292,2994,12,0,0,2.87252,15956,0
-10.8984,-16,0,0,1,68,11,0,1,1,0,0,1,0,0,0,1328,403,26,39,0,0,3.073666,19973,0
-16,-16,0,1,0,25,1,0,0,0,0,0,0,0,0,0,796,591,318,4,0,1,1.868361,57119,0
-16,-16,0,1,0,25,1,0,0,0,0,0,0,0,0,0,667,440,72,0,0,0,1.828045,41367,0
-16,-16,0,1,0,25,1,0,0,0,0,0,0,0,0,0,359,199,76,2,0,1,2.093768,19788,0
-16,-16,0,1,0,65,0,0,1,1,1,0,0,0,0,0,176,41,30,1,0,1,1.395394,16787,0
-10.6733,-10.2059,0,1,0,76,3,0,2,4,1,0,2,0,0,0,662,334,4,4,0,0,2.537816,25477,0
-16,-16,0,1,0,65,8,0,0,1,0,0,0,0,0,0,30,3,0,0,0,0,1.192484,3589,0
-16,-16,0,1,0,53,15,0,0,2,0,0,0,0,0,0,97702,92,0,3272,0,0,3.450051,144077,0
-16,-16,0,1,0,42,8,0,0,1,0,0,0,0,0,0,573,243,0,24,0,0,1.953748,18547,0
-10.6737,-10.2063,1,1,0,117,10,0,2,4,1,2,0,0,0,0,3043,256,0,56,0,0,2.518526,196762,0
-10.3094,-10.0382,0,1,0,101,8,0,0,2,0,0,0,0,0,0,17,43,1,0,0,0,1.481411,1476,0
-10.3094,-10.0382,0,1,0,101,11,0,0,2,0,0,0,0,0,0,3,1,0,0,0,0,2.991793,21,0
-16,-16,0,1,0,109,7,1,1,6,3,0,0,0,0,0,10110,10754,3,110,0,1,3.003746,130585,0
-16,-16,0,1,0,112,11,0,0,2,0,0,0,0,0,0,88,7,1,2,0,0,1.55935,58,0
-16,-10.5992,1,1,0,117,3,0,0,2,0,0,0,0,0,0,11900,6723,35,1532,0,0,2.309329,92693,0
-16,-10.7198,1,1,0,40,0,1,2,5,0,0,1,0,0,4,1169,217,14,42,0,0,1.07217,4155,0
-10.6721,-10.2047,0,1,0,73,2,0,2,3,0,0,1,0,0,1,1540,4,0,115,0,0,2.950338,360,0
-10.6693,-10.2019,0,1,0,43,6,0,0,0,0,0,0,0,0,0,2423,252,0,60,0,0,2.921961,1353,0
-16,-16,0,1,0,118,4,0,0,0,0,0,0,0,0,0,1487,1480,0,38,0,0,2.40001,11143,0
-10.6753,-10.2079,0,0,0,140,15,0,1,5,0,1,0,0,0,0,3251,651,239,117,0,0,3.262063,16892,0
-16,-16,1,0,0,82,15,0,0,0,0,0,0,0,0,0,1051,3,0,16,0,0,2.608918,17976,0
-16,-16,1,0,0,120,5,0,0,0,0,0,0,0,0,0,1051,3,0,16,0,0,2.608918,17976,0
-16,-16,1,0,0,131,14,0,0,0,0,0,0,0,0,0,1051,3,0,16,0,0,2.608918,17976,0
-16,-16,1,0,0,131,13,0,0,0,0,0,0,0,0,0,1051,3,0,16,0,0,2.608918,17976,0
-16,-16,1,0,0,131,0,0,0,0,0,0,0,0,0,0,1051,3,0,16,0,0,2.608918,17976,0
-16,-16,0,0,0,110,1,0,0,0,0,0,0,0,0,0,983,0,0,29,0,0,3.095137,15682,0
-16,-16,0,0,0,100,3,0,0,0,0,0,0,0,0,0,983,0,0,29,0,0,3.095137,15682,0
-10.6788,-10.2114,0,0,0,131,12,0,0,0,0,0,0,0,0,0,328,5,1,24,0,0,1.971988,18803,0
-16,-16,0,0,0,131,15,0,0,0,0,0,0,0,0,0,1128,1698,1,18,0,0,1.858221,322902,0
-16,-16,1,0,0,139,13,0,0,0,0,0,0,0,0,0,172,57,1,12,0,0,1.227893,112,0
-16,-16,0,0,0,140,8,0,0,0,0,0,0,0,0,0,30,56,1,0,0,1,2.467887,117,0
-16,-16,0,0,0,137,4,0,0,0,0,0,0,0,0,0,4173,1024,1,217,0,0,2.85807,1267,0
-16,-16,1,0,0,137,8,0,0,0,0,0,0,0,0,0,19,22,0,0,0,0,1.325527,107,0
-16,-16,0,0,0,135,6,0,0,0,0,0,0,0,0,0,1390,2000,5,5,0,1,2.035036,23850,0
-16,-16,0,0,0,136,1,0,0,0,0,0,0,0,0,0,1390,2000,5,5,0,1,2.035036,23850,0
-16,-16,0,0,0,139,14,0,0,0,0,0,0,0,0,0,113,176,0,12,0,0,1.216076,425,0
-16,-16,0,0,0,140,3,0,0,0,0,0,0,0,0,0,30,32,0,0,0,1,1.965018,1304,0
-16,-16,1,0,0,131,7,0,0,0,0,0,0,0,0,0,631,3,0,29,0,0,1.548351,87497,0
-16,-16,0,0,0,130,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-16,-16,0,0,1,140,6,0,0,0,0,0,0,0,0,0,181,141,0,7,0,0,2.095533,28,0
-16,-16,0,0,0,140,0,0,0,0,0,0,0,0,0,0,43,0,0,3,0,0,1.444313,528,0
-16,-16,1,0,0,135,7,0,0,0,0,0,0,0,0,0,130,289,1,10,0,0,2.117693,5690,0
-16,-16,0,0,1,30,2,0,0,0,0,0,0,0,0,0,203,182,13,1,0,0,1.361099,21944,0
-16,-16,0,0,0,135,8,0,0,0,0,0,0,0,0,0,217,169,7,5,0,0,2.303865,4043,0
-10.6737,-10.2063,0,0,0,138,11,0,1,1,0,0,0,0,0,1,553,73,4,15,0,1,2.720463,13730,0
-16,-16,0,0,0,116,15,0,0,0,0,0,0,0,0,0,983,0,0,29,0,0,3.095137,15682,0
-16,-16,1,0,0,131,9,0,0,0,0,0,0,0,0,0,809,3,0,20,0,0,1.555425,60506,0
-16,-16,1,0,0,131,3,0,0,0,0,0,0,0,0,0,809,3,0,20,0,0,1.555425,60506,0
-16,-16,1,0,0,131,0,0,0,0,0,0,0,0,0,0,809,3,0,20,0,0,1.555425,60506,0
-16,-16,0,1,0,110,2,0,0,0,0,0,0,0,0,0,111,198,2,2,0,1,3.986559,445,0
-16,-16,1,1,0,100,8,0,0,0,0,0,0,0,0,0,4847,4730,441,304,0,1,3.095721,28140,0
-16,-16,0,1,1,120,1,0,0,0,0,0,0,0,0,0,295,257,30,9,0,1,2.859459,13790,0
-16,-16,0,1,0,119,14,0,2,5,1,0,2,0,0,0,6244,1847,1359,368,0,0,2.873669,141914,0
-16,-16,1,0,0,104,9,0,1,1,0,0,1,0,0,0,215,777,0,10,0,0,2.916801,4298,0
-16,-16,0,0,0,136,9,0,0,0,0,0,0,0,0,0,674,2,0,32,0,0,3.010746,81781,0
-16,-16,0,0,0,139,10,0,0,0,0,0,0,0,0,0,90,69,0,3,0,1,1.196919,32541,0
