Game_ID,Game_Name,Released_Year,Game_Type,Age_Category,Min_Players,Max_Players,Average_Complexity,Complexity_Raters,Average_Play_Time,Owner_Number,Trader_Number,HighInterest_Number,Interest_Number,Rater_Number,Comment_Number,Average_Rating
12759,Tadaaam!,2010,BaseGame,5 to under 12,4,9,1.2308,13,30,198,7,11,42,111,29,6.54369
36041,Drop-Xianqi,2007,BaseGame,under 5,2,2,4,1,30,1,0,0,0,1,1,7
54404,Bush Wars: Africa 1967-2010,2012,PremiumGame,12 to under 18,2,12,3.5,2,60,31,0,5,5,7,1,7.28571
65355,Yomi EX Powerup,2014,PremiumGame,5 to under 12,2,4,2,1,20,120,0,7,11,16,6,7.19375
7802,The Princes of Machu Picchu,2008,BaseGame,12 to under 18,2,5,3.117,171,90,1394,45,113,334,1386,439,6.99725
32147,Wolf in Disguise,2006,BaseGame,5 to under 12,2,4,2,2,45,22,2,0,1,6,0,5.66667
64938,Mice and Mystics: Off Toppers,2014,PremiumGame,5 to under 12,1,4,2.5,2,60,108,0,72,119,9,4,7.88889
64802,Afrikan thti: Retkikunnat,2014,PremiumGame,5 to under 12,2,6,3,1,90,14,0,0,1,10,4,6.75
35405,Annuvin,2001,BaseGame,under 5,2,2,2,1,30,9,0,0,5,3,2,6
21896,Newsmaker,1996,BaseGame,5 to under 12,2,6,2,1,10,33,4,1,0,10,5,4.5
15444,Schwarzes Gold,2009,BaseGame,5 to under 12,2,4,2,2,25,72,5,4,12,43,20,6.19186
17749,Rondo,1997,BaseGame,12 to under 18,2,6,1.6,5,45,92,10,0,1,34,12,4.94118
66876,Kakerlaloop,2015,BaseGame,5 to under 12,2,4,1,3,15,21,0,3,10,10,2,5.9
35449,Duel in the Dark: Baby Blitz,2008,PremiumGame,under 5,2,4,2.875,8,45,398,17,19,36,57,36,7.44211
19634,Undercover,2000,BaseGame,5 to under 12,2,4,1,1,30,38,3,1,3,19,9,5.65789
11838,Blockade Runner,2010,BaseGame,12 to under 18,2,6,2.4828,29,90,286,20,34,100,186,87,6.73559
20239,JUMP: Genesis Savage Manakins vs. Micro Titans,2001,PremiumGame,5 to under 12,1,2,1,1,60,53,8,0,0,12,2,4.16667
63955,Encore,2014,BaseGame,5 to under 12,1,4,1,1,10,5,0,1,2,3,0,7.33333
68652,Frostgrave,2015,BaseGame,12 to under 18,2,8,2.6667,3,120,77,1,6,29,16,10,7.74375
67554,Dead of Winter: Felicia Day,2015,PremiumGame,12 to under 18,2,5,3,2,100,774,25,52,81,72,26,7.77083
8678,Poseidon's Kingdom,2011,BaseGame,5 to under 12,2,4,2.4516,31,45,689,21,98,244,416,175,6.91918
14257,Incredible Expeditions: Quest for Atlantis,2015,BaseGame,12 to under 18,1,5,2.6667,12,120,174,11,53,156,60,46,6.46333
11828,Desperados of Dice Town,2014,BaseGame,5 to under 12,2,4,1.3846,26,25,570,22,29,106,315,67,6.26241
17849,Die Drachenbndiger von Zavandor,2006,BaseGame,5 to under 12,2,6,1.1429,7,30,134,15,3,7,52,16,5.01154
14724,Pyramidis,1988,BaseGame,12 to under 18,2,4,1.8462,13,30,269,19,2,7,133,49,5.91316
50661,Gemischtes Doppel 3,2011,BaseGame,5 to under 12,2,99,2,1,20,15,0,0,1,6,3,6.16667
58140,Monster Con,2013,BaseGame,12 to under 18,3,4,1.3333,3,30,21,1,0,3,7,6,5.57143
53981,Poker Mania,2006,BaseGame,5 to under 12,2,4,1,1,30,16,0,0,0,8,0,6.125
34508,Mr. Jack: The Carriage,2006,PremiumGame,5 to under 12,2,2,1.7778,18,30,595,23,84,163,126,89,6.33175
15664,Shooting Stars,1980,BaseGame,12 to under 18,1,4,2.25,8,120,150,11,10,21,48,23,6.125
51292,Cro-Magnon Rrrevolution,2011,BaseGame,5 to under 12,3,12,1,1,45,21,0,0,3,12,5,6.52083
13768,Zaibatsu,2010,BaseGame,12 to under 18,2,4,2.6923,13,120,121,4,9,80,49,27,7.16327
30494,Formula 1 Grand Prix,1997,BaseGame,under 5,2,6,1,2,20,10,0,0,1,9,5,3.77778
50787,Operation Anaconda,2012,BaseGame,under 5,1,2,1.6667,3,120,155,5,9,18,19,23,7.35263
67734,Druids,2015,BaseGame,12 to under 18,2,6,2,1,45,1,0,0,1,2,1,5
18031,Tri-Virsity,1988,BaseGame,5 to under 12,1,8,1.4,5,10,147,15,1,2,45,25,4.86667
9733,Cards Against Humanity,2009,BaseGame,12 to under 18,4,30,1.2894,508,30,13878,156,120,837,8738,1914,6.53452
10479,Ark,2005,BaseGame,5 to under 12,3,5,2.1969,193,45,1647,107,43,132,1243,494,6.30097
33039,Monopoly: New Disney,2004,BaseGame,5 to under 12,2,6,2.5,2,60,24,0,2,4,15,1,4.56667
59290,Kaosball: Team  Felinia Hellcats,2014,PremiumGame,12 to under 18,2,4,3,1,60,206,6,9,15,21,11,7.21429
17208,Don't Panic!,1987,BaseGame,5 to under 12,1,8,1.2727,11,20,150,11,1,1,73,30,5.41233
8784,Day & Night,2008,BaseGame,5 to under 12,2,2,2.4545,66,45,758,55,65,298,634,249,6.60737
64469,The Duke: Reinforcements  City Troops,2014,PremiumGame,12 to under 18,2,2,3,3,30,193,1,21,27,15,9,7.70667
13032,Rsselbande,2000,BaseGame,under 5,2,7,1.0278,36,20,391,10,15,44,245,121,6.00286
44390,Kelgukoerad,2009,BaseGame,5 to under 12,1,4,2,1,25,5,1,0,0,10,6,2.5
7106,Tigris & Euphrates,1997,BaseGame,12 to under 18,2,4,3.533,2364,90,18723,442,929,3778,17762,5092,7.7634
47208,Faith and Redemption,2010,BaseGame,5 to under 12,2,4,2,2,30,11,0,1,2,7,4,7.51429
14690,Four Battles of the Ancient World,1992,BaseGame,5 to under 12,1,2,1.8824,17,60,246,17,6,10,105,49,5.9881
10354,Nautilus,2002,BaseGame,12 to under 18,2,4,2.6667,123,120,1977,154,52,170,1148,459,6.42552
29520,Candy,2000,BaseGame,5 to under 12,4,7,1,1,20,9,0,0,0,1,5,5
56105,Uncharted: The Board Game  Nathan Drake & Victor Sullivan,2012,PremiumGame,12 to under 18,2,4,2.5,2,45,83,5,2,8,10,6,6.9
25789,Akropolis,1981,BaseGame,5 to under 12,2,2,1,1,30,31,0,6,7,6,5,6.16667
13393,Iron Sky: The Board Game,2012,BaseGame,12 to under 18,2,6,2.6667,6,120,186,7,12,73,80,26,6.56625
15704,Master Labyrinth,2007,BaseGame,5 to under 12,2,4,2.1053,19,45,416,31,15,46,182,56,5.71813
14803,Buzz It!,2010,BaseGame,5 to under 12,3,15,1.1429,14,30,400,11,5,11,253,50,5.74289
49677,Anima Tactics: Konosuke,2009,PremiumGame,12 to under 18,2,12,3,1,60,5,0,0,0,1,0,5
22020,Secret Agenda,1999,BaseGame,12 to under 18,3,16,1,2,20,6,0,0,0,6,2,4.91667
19098,Worlds of Heroes & Tyrants,2001,BaseGame,5 to under 12,2,5,5,1,60,49,4,0,1,29,20,2.55172
15538,Red Sky Morning,1991,BaseGame,12 to under 18,2,2,2.625,8,120,122,7,6,7,34,21,6.36176
69788,Kegonsa,2015,BaseGame,5 to under 12,2,4,1.6667,3,30,5,0,0,2,1,2,8
30250,Ruck Zuck,1985,BaseGame,5 to under 12,2,6,1,3,10,54,1,0,1,14,7,6.14286
15078,Top Banana,1999,BaseGame,5 to under 12,2,4,1.5,8,30,66,3,3,7,53,19,6.26226
35639,Black Thursday,2003,BaseGame,under 5,3,4,2,1,40,2,0,0,1,0,1,0
8560,Il Principe,2005,BaseGame,5 to under 12,2,5,2.8411,151,60,1798,192,19,91,1051,425,6.48914
52457,Twelve Days of Christmas,2011,BaseGame,12 to under 18,2,4,1,1,45,14,0,3,1,1,1,7
22046,Fette Fnfzehn,2003,BaseGame,5 to under 12,2,4,1.25,4,30,81,8,1,2,28,10,6.13571
13406,Murder of Crows,2012,BaseGame,12 to under 18,2,5,1.3125,16,20,468,13,10,68,187,56,6.07727
15775,Attila,2015,BaseGame,5 to under 12,2,2,1.2,5,15,87,0,12,43,45,20,6.094
47608,Alien Frontiers: The Space Crane,2010,PremiumGame,12 to under 18,2,4,2.1429,7,60,394,8,100,136,106,61,6.95038
16852,Absacker,1998,BaseGame,5 to under 12,2,5,1.08,25,15,326,23,5,18,168,64,5.5394
21446,Yin Yang,1983,BaseGame,5 to under 12,1,2,2,1,20,20,3,2,7,3,2,6.66667
43651,Advanced Squad Leader: Starter Kit Bonus Pack #1  Beyond the Beaches,2009,PremiumGame,12 to under 18,2,2,3,15,120,594,6,36,68,125,47,7.71496
64832,Vrone,2014,BaseGame,5 to under 12,2,5,1.4444,9,20,182,3,4,37,65,19,6.88385
48345,Killer Bunnies and the Quest for the Magic Carrot: Chocolate Booster,2010,PremiumGame,5 to under 12,2,8,2,4,90,455,3,13,50,97,20,6.90825
12569,For The Win,2012,BaseGame,5 to under 12,2,2,1.7931,29,10,1033,154,9,36,404,208,5.93782
62362,"Heroes Wanted: Extra, Extra",2014,PremiumGame,12 to under 18,1,5,2.3333,6,60,687,15,13,21,100,26,7.9425
52682,Vera Cruz,2012,BaseGame,5 to under 12,2,4,2,2,60,24,0,0,8,8,2,8.1875
47125,BattleLore: Bearded Brave,2010,PremiumGame,5 to under 12,2,2,2.6842,19,60,982,27,48,88,138,59,7.65471
37026,Versus,2008,BaseGame,under 5,2,2,2,2,20,26,0,2,16,16,11,6.94063
9154,Panamax,2014,BaseGame,12 to under 18,2,4,3.7179,156,100,2453,43,365,1180,1420,403,7.5943
53105,Lord of the Rings Express,2012,BaseGame,5 to under 12,1,4,1,1,20,26,0,3,17,4,11,6.5
32093,Nitty Gritty,1984,BaseGame,under 5,3,6,1,1,60,2,0,0,0,2,2,5.75
31356,berlufer,2005,BaseGame,5 to under 12,2,2,1,1,20,20,1,0,3,4,3,6.675
22646,Nach Stalingrad!,2004,BaseGame,12 to under 18,2,2,2.5,4,120,153,7,1,1,15,12,6.7
41324,"Okko, Era of the Karasu",2009,PremiumGame,12 to under 18,2,2,2,9,45,577,26,14,54,84,35,7.41012
19962,Ladybohn,2002,PremiumGame,12 to under 18,1,5,2,11,45,406,13,30,35,105,42,6.55619
57217,Knot Dice,2016,BaseGame,5 to under 12,1,4,2,1,20,21,0,10,56,6,9,6.5
9035,Tajemnicze Domostwo,2013,BaseGame,5 to under 12,2,7,1.8993,139,60,2399,26,588,2429,2129,518,7.62476
14979,Sissi!: Die Bohnenkaiserin,2013,BaseGame,12 to under 18,3,5,2.5,2,45,191,6,16,34,39,16,6.48718
10682,Rat Hot,2005,BaseGame,5 to under 12,2,2,1.4435,124,30,1275,60,40,148,897,394,6.33109
13642,"Jacob Marley, Esq.",2004,BaseGame,5 to under 12,3,6,2.1875,16,90,308,12,3,9,108,50,6.2412
34955,The Pillars of the Earth: Expansion Set,2007,PremiumGame,12 to under 18,2,6,2.8368,190,120,3887,39,260,442,1949,606,7.65983
18874,Nero,2002,BaseGame,12 to under 18,3,4,2.3462,26,100,492,61,1,18,191,96,3.70654
30513,Congo Line,2006,BaseGame,12 to under 18,3,4,2.1667,6,90,38,1,5,12,26,16,6.48077
7902,The Hanging Gardens,2008,BaseGame,5 to under 12,2,4,1.9679,218,45,1547,56,131,435,1812,593,6.78815
8354,Dreadfleet,2011,BaseGame,12 to under 18,2,10,2.9483,58,60,2379,109,65,289,610,245,7.09664
53083,Wanna Bet?,2012,BaseGame,5 to under 12,3,6,2,2,45,19,0,0,0,17,4,5.58824
65067,Star Wars: Feel The Force  Hidden Powers Card Game,2005,BaseGame,5 to under 12,3,6,1,1,15,1,1,1,3,1,1,5
28178,Atta Ants Expansion 2,2005,PremiumGame,5 to under 12,2,4,2,3,45,79,0,12,18,23,11,6.18478
10730,Legendary Encounters: A Predator Deck Building Game,2015,BaseGame,12 to under 18,1,5,2.7778,9,45,577,3,165,607,134,44,8.39067
8515,Thebes: The Tomb Raiders,2013,BaseGame,5 to under 12,2,4,2.0811,37,30,1165,53,76,248,443,167,7.05268
14501,Baobab,2012,BaseGame,5 to under 12,2,4,1.3333,9,20,99,3,2,10,63,15,6.44397
29519,Wings over Arras,2006,BaseGame,under 5,2,2,1.3333,3,60,64,3,2,4,8,11,5.4375
7267,Kingsburg,2007,BaseGame,12 to under 18,2,5,2.4249,1078,90,11831,168,900,3088,12484,3011,7.26048
14700,Flizz & Miez,2014,BaseGame,5 to under 12,2,4,1,7,15,71,4,5,33,57,14,6.29272
14203,Ortus,2013,BaseGame,12 to under 18,2,2,3,8,30,115,3,5,42,52,20,6.71346
51767,NONSENSE,2011,BaseGame,12 to under 18,2,5,1,1,30,2,0,0,0,0,1,0
25654,The Magic Tooth Fairy Game,2003,BaseGame,5 to under 12,2,4,1,2,20,13,0,0,1,7,7,3.42857
68021,Orctions,2015,BaseGame,5 to under 12,3,8,2.3333,3,90,14,0,0,2,14,6,8.14286
32126,Poor Bloody Infantry 2006,2006,BaseGame,12 to under 18,1,6,1.5,2,60,17,1,2,5,9,4,7.94444
12897,Blood Bowl (first edition),1986,BaseGame,12 to under 18,2,2,2.6667,48,120,832,45,6,11,477,145,5.87977
32774,Dracos: El Seor del Laberinto,1984,BaseGame,5 to under 12,2,5,2,1,60,22,1,0,0,11,0,4.36364
14499,Kayak Chaos,2008,BaseGame,5 to under 12,2,4,1.1765,17,30,69,1,23,41,69,34,6.22696
67354,Age of Steam: Fukushima/Chernobyl,2015,PremiumGame,12 to under 18,3,5,3,1,120,51,0,2,3,5,6,8.56
37348,Erosion,2008,BaseGame,under 5,2,5,1.75,4,90,12,1,5,18,14,14,9.17857
36363,Potion-Making: Guild Of Alchemists,2006,PremiumGame,under 5,2,8,2.375,8,60,292,4,10,22,117,22,6.60726
41759,State Cards Geography Game,2004,BaseGame,5 to under 12,2,10,1,1,20,1,0,0,0,1,1,5.5
11718,Nevermore,2015,BaseGame,12 to under 18,3,6,2.0667,15,60,331,5,68,312,180,43,6.84919
71634,Privateers!,-99,BaseGame,12 to under 18,1,6,3,2,180,2,0,3,16,1,2,6
10757,Dawn Under,2004,BaseGame,5 to under 12,2,6,1.6742,89,30,870,38,30,115,703,292,6.37405
15649,Texas Revolution,1981,BaseGame,under 5,2,2,2.875,8,90,73,4,2,4,31,22,6.70968
50180,Brand Manager in Business World 2000,1993,BaseGame,5 to under 12,2,6,1,1,90,1,0,0,0,0,0,0
12447,La Bataille de Corunna-Espagnol,1995,BaseGame,12 to under 18,2,3,3.7222,18,180,310,6,10,18,80,29,7.40125
33790,1 on 1 Adventure Gamebooks: Challenge of Druid's Grove,1985,BaseGame,5 to under 12,2,2,1.6667,3,20,27,4,3,4,6,1,6.33333
8929,Samurai,1998,BaseGame,5 to under 12,2,4,2.5135,1297,60,9954,233,612,2228,10620,3016,7.43661
30385,Kaivai Expansion,2006,PremiumGame,12 to under 18,3,4,3.4,5,120,166,4,27,30,28,25,7.70357
41182,Devacurse,2007,BaseGame,under 5,2,2,3,1,30,2,0,0,1,1,1,8
17525,Konkurencja,2007,BaseGame,12 to under 18,2,4,1.7143,7,60,15,1,0,2,43,7,5.85116
24049,Passport to Culture,2003,BaseGame,12 to under 18,2,6,3,1,60,39,2,0,1,13,4,5.38462
16471,Sirocco,1985,BaseGame,12 to under 18,2,2,1.75,20,90,356,51,5,17,162,78,5.58821
15804,"War of the States: Gettysburg, 1863",2002,BaseGame,12 to under 18,2,2,2.7895,19,180,211,16,6,12,73,43,5.90411
14704,Ucho Krla,2014,BaseGame,5 to under 12,2,6,2,1,30,64,3,0,6,55,7,6.39636
58288,Zippers,2013,BaseGame,5 to under 12,1,6,3,1,10,10,1,0,0,3,0,5.33333
28602,Long Shot,2003,BaseGame,12 to under 18,4,6,2,1,90,14,0,3,5,8,3,6.4375
48049,Avodome,2010,BaseGame,12 to under 18,2,6,2.3333,3,30,7,0,2,5,5,3,8.2
43546,Classic BattleTech: Technical Readout 3055 Upgrade,2005,PremiumGame,12 to under 18,2,6,3,2,120,40,0,0,3,9,0,7.05556
47239,Chronopia: Firstborn Watchtower,1998,PremiumGame,12 to under 18,2,4,4,1,90,12,4,1,1,3,0,7.66667
56213,Boom,2012,BaseGame,5 to under 12,2,10,1,2,20,8,0,0,0,13,0,5.90769
46654,Classic Battletech: Historical  Operation Klondike,2010,PremiumGame,12 to under 18,2,6,4,1,120,31,0,1,6,2,0,6.5
17013,Finding Nemo,2003,BaseGame,5 to under 12,2,4,1,4,20,87,4,1,1,37,25,5.51351
68128,[microfilms],2015,BaseGame,12 to under 18,2,6,1,1,30,2,0,4,34,1,0,8
10767,Corporate America,2013,BaseGame,12 to under 18,3,6,2.0909,22,120,325,12,60,147,236,81,7.39288
7951,Capitol,2001,BaseGame,5 to under 12,2,4,2.6497,157,60,1591,114,92,220,1353,554,6.86219
41292,Gnsemarsch,2009,BaseGame,under 5,2,6,1,1,10,26,0,0,0,13,3,5.76923
58783,Super Soaker Twister,1995,BaseGame,5 to under 12,2,6,1,1,10,6,0,0,0,2,1,5.5
56669,Fantastiqa: Fantastic Events Expansion,2012,PremiumGame,5 to under 12,2,4,2.3333,3,60,249,1,23,28,25,18,7.472
16240,Zacrobates,2000,BaseGame,5 to under 12,2,4,1.2,5,20,49,3,0,3,32,9,6.16875
15389,Dino Detektive,2008,BaseGame,under 5,2,4,1.75,4,60,62,12,5,13,44,17,6.22273
50379,Prepotent,2014,BaseGame,5 to under 12,3,6,2,1,90,5,0,12,29,7,5,7.65714
10406,Roads to Gettysburg,1993,BaseGame,12 to under 18,2,2,3.4222,45,180,684,12,66,112,229,105,7.72813
8301,The Road to Canterbury,2011,BaseGame,5 to under 12,2,3,2.2361,72,60,1142,52,118,386,676,252,6.92031
13224,Claim,1983,BaseGame,5 to under 12,2,4,2.2857,14,60,325,25,14,20,121,57,6.28099
7672,Wyatt Earp,2001,BaseGame,5 to under 12,2,4,1.8438,352,45,4366,168,152,422,3300,1195,6.8679
42945,Das Labyrinth des Minotaurus,2009,BaseGame,5 to under 12,3,4,2,1,60,29,2,2,7,23,9,5.87826
16526,Gangster,1985,BaseGame,5 to under 12,2,6,2.5,2,60,73,0,0,1,44,14,5.84091
49439,World Class Football,1983,BaseGame,under 5,1,2,3,1,90,4,0,0,3,2,1,7.75
54891,The Expanse,2012,BaseGame,12 to under 18,2,4,2,2,30,7,1,0,4,7,3,6.32857
19426,Catan: 5-6 Player Extension,1996,PremiumGame,5 to under 12,5,6,2.3436,780,120,21689,299,103,420,9604,2350,7.04018
44396,Lattjo p tippen,2009,BaseGame,5 to under 12,2,4,1,1,30,3,0,0,0,1,2,5
26590,1825 Regional Kit R3: North Norfolk,1999,PremiumGame,12 to under 18,2,5,4,1,120,188,2,13,17,30,24,6.9
63511,Infected,2015,BaseGame,12 to under 18,3,8,2,1,60,3,0,0,5,1,1,6
48672,Iron Tyrants,2010,BaseGame,under 5,2,8,2.5,2,45,6,0,2,1,3,1,8.33333
30956,Powerstorm,2006,BaseGame,5 to under 12,2,2,2.6667,3,30,18,3,0,3,8,7,6.525
10607,Dog,1997,BaseGame,5 to under 12,2,6,1.443,79,45,854,20,26,82,753,210,6.42884
49428,The Great Museum,2013,BaseGame,12 to under 18,2,5,3,1,120,0,0,11,48,6,6,8.08333
59464,Gettysburg 1863,2009,BaseGame,12 to under 18,2,2,5,1,90,10,0,1,1,3,1,4.16667
53627,Escape: The Curse of the Temple  The Pit,2012,PremiumGame,5 to under 12,2,5,1.5,22,10,1700,41,39,92,325,142,7.31603
52459,Wirbel auf der Weide,2006,BaseGame,5 to under 12,2,4,1,1,30,2,0,0,0,1,0,5
16075,Spinner Dominoes,1983,BaseGame,under 5,2,8,1.1429,7,30,82,1,1,1,32,17,6.23438
63063,AlakaSLAM,2014,BaseGame,12 to under 18,2,4,1,2,30,14,0,0,0,12,7,6.2625
23435,Campaign for Guadalcanal: Long Lance & Henderson Field,1994,BaseGame,12 to under 18,1,2,2.375,8,1,119,10,10,9,28,23,6.73214
14106,Kippit,1999,BaseGame,5 to under 12,2,2,1,7,30,209,12,8,19,134,51,6.03224
20791,Thunderbirds Mission Alert,1999,BaseGame,under 5,2,6,1,1,30,15,3,0,0,7,5,2.42857
13590,Tile Chess,1999,BaseGame,12 to under 18,2,6,2.6818,22,90,470,29,13,41,213,96,5.91775
11499,Check Your 6!,2007,BaseGame,12 to under 18,2,12,2.6818,22,120,173,3,19,49,94,29,7.7883
12328,Prohis,2014,BaseGame,5 to under 12,3,6,1.4444,9,20,215,4,21,79,129,36,6.66783
13154,Kahmat,2008,BaseGame,5 to under 12,2,2,2,9,30,140,11,12,18,94,37,6.4766
10384,Attribute,2002,BaseGame,5 to under 12,3,8,1.1795,117,30,1100,77,49,176,1004,455,6.4357
49873,Grlitz 20,2011,PremiumGame,12 to under 18,2,2,2,2,45,32,0,2,3,9,8,8
9247,Metropolys,2008,BaseGame,5 to under 12,2,4,2.2204,363,45,3027,80,283,791,3245,995,7.04161
18304,Phantom Rallye,2003,BaseGame,5 to under 12,2,4,1.4444,9,30,117,4,3,6,66,30,4.83485
61884,Star Trek: Attack Wing  Rav Laerst Expansion Pack,2014,PremiumGame,12 to under 18,2,2,3,1,30,101,7,10,17,20,2,7.03
26993,Atlantis,1980,BaseGame,under 5,2,6,4.2,5,120,21,0,7,11,19,12,7.18421
34864,Elfik,2006,BaseGame,5 to under 12,2,4,3,1,45,20,2,0,0,8,1,5.875
43553,Beugr,2009,BaseGame,12 to under 18,6,16,2,1,60,25,1,0,2,17,7,6.88824
56704,Mage Wars: Forcemaster vs. Warlord,2013,PremiumGame,12 to under 18,2,4,3.5,44,90,2581,74,65,239,708,150,8.43379
11028,Field of Glory: The Card Game,2013,BaseGame,under 5,2,2,1.8621,29,30,638,40,49,145,281,97,6.75833
14482,Quivive,1998,BaseGame,5 to under 12,2,5,1.9091,11,20,205,15,14,28,112,45,6.00848
17190,Isaac Asimov's Super Quiz,1982,BaseGame,12 to under 18,2,8,2.6,5,45,134,13,1,1,55,27,5.42909
57622,Basia: ap kolory!,2012,BaseGame,5 to under 12,2,4,1,1,15,8,0,0,0,6,2,5.2
9092,Sushi Go!,2013,BaseGame,5 to under 12,2,5,1.1685,451,20,11983,85,272,1238,6630,1417,7.17317
11818,Girl Genius: The Works,2001,BaseGame,5 to under 12,2,4,1.9322,59,30,988,47,28,61,653,243,6.04403
9501,Drum Roll,2011,BaseGame,12 to under 18,2,4,3.0606,132,90,1752,66,174,521,1268,359,7.0864
15340,Oodles of Doodles,2003,BaseGame,5 to under 12,3,12,1,3,30,108,8,0,2,45,23,6.20933
21902,Word for Word,1987,BaseGame,5 to under 12,2,4,2,1,60,20,4,0,3,5,6,3.86
61599,SchWag: Schrdinger's Wager,2014,BaseGame,5 to under 12,2,4,1,2,25,10,1,1,5,4,2,6.025
43214,FITS Official Expansion,2009,PremiumGame,5 to under 12,1,4,2,6,45,148,1,12,32,77,42,7.18442
15889,Moguli,2003,BaseGame,12 to under 18,2,2,3.6,5,45,92,4,2,10,41,17,6.06829
21921,Corrida Presidencial,1998,BaseGame,12 to under 18,2,6,1.6667,3,120,24,1,4,1,17,1,6.35294
19394,Buntbr & Co.,2001,BaseGame,under 5,2,4,1,2,10,35,3,0,1,9,8,5.22222
47507,Arkham Horror: The Dark Pharaoh (Herald),2006,PremiumGame,12 to under 18,1,8,3.5,2,180,153,4,23,49,44,16,7.46614
11781,Mars Attacks: The Miniatures Game,2014,BaseGame,12 to under 18,2,2,2.25,8,120,425,12,29,103,95,33,7.63053
20440,Dragon Ball Z: Majin Buu Saga,2003,BaseGame,under 5,2,4,1,1,30,36,6,4,4,18,11,5.27778
11607,Mount Everest,2013,BaseGame,5 to under 12,2,5,2.7273,11,90,424,14,47,187,196,53,6.68622
28965,Heroscape Expansion Set: Zanafor's Discovery,2006,PremiumGame,5 to under 12,2,4,2.3824,34,60,1050,25,103,89,361,207,7.63681
36199,Pond,2002,BaseGame,under 5,2,4,3,1,30,1,0,0,3,1,2,8
7241,Survive: Escape from Atlantis!,1982,BaseGame,5 to under 12,2,4,1.7175,722,60,14122,305,649,2507,9914,2808,7.35316
25860,Locke the Superman,1984,BaseGame,5 to under 12,3,8,3,2,30,10,0,1,1,4,3,7.75
68282,Ulina trka,2004,BaseGame,5 to under 12,2,4,1,3,15,3,0,0,0,0,0,0
10251,Uruk: Wiege der Zivilisation,2008,BaseGame,12 to under 18,2,4,2.5,68,60,704,30,59,146,581,218,6.8054
17815,Herd Your Horses,1993,BaseGame,5 to under 12,1,4,1.1667,6,30,159,15,0,5,60,33,5.26167
27855,Gladstone's Games to Go,2004,BaseGame,5 to under 12,1,10,1.6667,3,10,32,0,0,2,15,15,6.79333
35374,The Golden Compass DVD Adventure Board Game,2007,BaseGame,under 5,2,4,1.5,4,60,41,8,0,1,13,12,3.92308
29881,Killer Bunnies Bunny Blanks #1,2006,PremiumGame,under 5,2,8,2.6667,3,90,182,7,5,7,52,14,6.21731
50704,2 de Mayo: Assault on Palace Grimaldi,2011,PremiumGame,12 to under 18,2,2,2.25,4,20,255,9,34,67,40,30,6.8875
17112,Spy,2004,BaseGame,12 to under 18,2,4,1.2586,58,30,783,76,9,27,460,210,5.50828
53213,Navegador: Pirates & Diplomats,2012,PremiumGame,12 to under 18,2,5,2.9286,14,90,952,65,22,56,86,63,7.01744
66159,Ruinous,2014,BaseGame,12 to under 18,3,4,3,1,30,15,1,1,3,4,2,5
54159,Stones,2010,BaseGame,5 to under 12,2,4,1,1,20,5,0,0,0,4,1,6.025
16403,Loaded Questions: Adult Version,2007,BaseGame,18 to under 21,3,6,1,8,45,212,12,4,17,96,23,5.84531
16041,Speed Fussball,2006,BaseGame,5 to under 12,2,2,1,2,3,86,3,0,2,35,9,6.08
16563,Farlander,2002,BaseGame,5 to under 12,2,4,1.6667,27,30,190,16,23,69,183,91,5.61475
8987,Glen More,2010,BaseGame,5 to under 12,2,5,2.6736,478,70,5922,92,703,1812,5851,1465,7.361
27832,Culture & Conquest,2000,BaseGame,12 to under 18,1,1,2,2,120,24,0,0,10,12,15,6.29167
24145,Kids Battle the Grown-Ups,2002,BaseGame,5 to under 12,2,2,1,3,30,42,0,0,0,20,10,4.5
62945,Hacking Party,2013,BaseGame,5 to under 12,3,6,3,2,30,6,0,1,2,4,0,7
13404,Time is Money,2003,BaseGame,5 to under 12,2,5,1.125,16,20,190,10,14,20,140,50,6.14571
64365,Ancients,1994,BaseGame,under 5,1,2,1,2,30,13,1,0,0,3,1,7.33333
10913,Potato Man,2013,BaseGame,5 to under 12,2,5,1.3846,39,40,475,16,34,101,335,103,6.67836
15541,Battles of the Ancient World Volume II,1995,BaseGame,5 to under 12,1,2,1.75,12,60,130,8,7,7,47,28,6.14362
31383,Willi Wackel,1994,BaseGame,5 to under 12,2,4,1,1,15,5,1,0,0,1,2,4
22346,Rubik's Game,1982,BaseGame,5 to under 12,2,6,4,1,20,42,1,1,2,11,6,4.27273
19380,Commercial Crazies,1985,BaseGame,5 to under 12,2,4,1,1,20,42,7,2,0,17,13,5.08824
9677,Capitol,2001,BaseGame,5 to under 12,2,4,2.6497,157,60,1591,114,92,220,1353,554,6.86219
10309,Saint Malo,2012,BaseGame,5 to under 12,2,5,1.9167,84,45,1619,74,99,277,954,275,6.47083
25385,Get Hooked,2004,BaseGame,5 to under 12,2,6,1.3333,6,20,27,3,1,0,14,14,5.89286
12734,Sword and Sail,2004,BaseGame,12 to under 18,2,5,1.88,25,30,219,3,10,70,108,84,6.68926
51852,Roope-set Prssipeli,2012,BaseGame,5 to under 12,2,4,2,1,15,4,0,0,0,5,0,4.4
41757,ATS: Pointe Du Hoc,2009,PremiumGame,under 5,2,2,3.5,2,60,41,0,2,5,11,3,7.60791
7354,Forbidden Stars,2015,BaseGame,12 to under 18,2,4,3.6985,136,180,1673,18,355,1326,827,182,8.38007
