Game_ID,Game_Name,Released_Year,Game_Type,Age_Category,Min_Players,Max_Players,Average_Complexity,Complexity_Raters,Average_Play_Time,Owner_Number,Trader_Number,HighInterest_Number,Interest_Number,Rater_Number,Comment_Number
14758,Electronic Stratego,1982,BaseGame,5 to under 12,2,2,1.6667,3,60,124,11,9,13,85,35
60363,The Defence of Pictland,2013,BaseGame,5 to under 12,2,2,2,1,30,2,0,1,2,1,1
55510,Species,2012,BaseGame,12 to under 18,2,3,3.5,2,90,6,0,0,5,0,2
9769,Wings of War: The Dawn of World War II,2007,BaseGame,12 to under 18,2,6,1.9552,134,45,1992,116,62,198,1131,334
18391,Trivial Pursuit: DVD Pop Culture 2,2005,BaseGame,12 to under 18,2,4,1.5455,11,30,304,22,0,8,129,36
18098,Beirut '82,1989,BaseGame,12 to under 18,2,2,2.3333,6,120,257,18,2,2,50,48
13689,Mafia de Cuba,2015,BaseGame,5 to under 12,6,12,1.2,5,20,102,0,72,303,44,14
63453,"Run, Fight, or Die! 5/6 Player Expansion",2014,PremiumGame,12 to under 18,1,6,2,6,45,505,10,9,19,61,25
22417,Get Over It,1995,BaseGame,5 to under 12,4,7,1,1,10,23,4,0,0,8,2
66527,Siege Warfare,2015,BaseGame,under 5,2,6,3,1,40,25,1,2,21,9,6
68149,Hoagie,2015,BaseGame,5 to under 12,2,5,2,1,30,5,0,0,1,5,4
24362,The Wild Thornberry's Snapshot Safari,1999,BaseGame,5 to under 12,2,4,1,1,30,7,1,0,0,3,1
31201,CD: Music Quiz,1993,BaseGame,under 5,2,6,1,1,60,5,1,0,0,1,0
7486,Liar's Dice,1987,BaseGame,5 to under 12,2,6,1.2721,816,15,9202,333,105,566,7962,2686
27620,Heroscape Expansion Set: Volcarren Wasteland,2005,PremiumGame,5 to under 12,2,4,2.3333,48,60,1475,56,117,99,558,277
18443,Sturgeon,2010,BaseGame,5 to under 12,2,5,1,3,20,116,17,1,5,47,20
38305,Championship Sumo Wrestling,1982,BaseGame,under 5,2,8,1.5,4,15,14,0,1,0,5,7
14253,Mystery Mansion,1984,BaseGame,5 to under 12,3,4,1.95,20,90,506,34,30,63,255,130
47755,Social!,2009,BaseGame,5 to under 12,2,10,3,1,60,4,0,0,0,4,0
57246,La Hache & Le Feu,2005,BaseGame,12 to under 18,1,2,3,1,2,29,5,1,0,3,4
19316,Kippour 1973,2001,BaseGame,12 to under 18,2,2,1.6,5,120,135,5,0,0,12,15
69248,Imperial Settlers: Exploration Tiles,2015,PremiumGame,5 to under 12,1,4,1.6667,3,90,161,2,45,149,13,6
49203,Mall Frenzy,2011,BaseGame,12 to under 18,2,5,2,1,60,7,0,0,3,5,4
64041,Cities of Darkscorch,2014,BaseGame,12 to under 18,3,6,4,1,120,7,0,0,0,3,0
60805,Rampage: The Space Cowboys,2013,PremiumGame,5 to under 12,2,4,1.3333,3,45,338,11,16,21,33,19
8107,Police Precinct,2013,BaseGame,12 to under 18,1,6,2.5652,69,90,1487,65,289,1013,808,308
16795,Wreckage,2003,BaseGame,5 to under 12,2,4,1.7209,86,45,1268,151,18,52,575,289
13296,Stak Bots,2013,BaseGame,5 to under 12,2,6,1.625,8,10,134,2,7,13,85,17
39834,Iron Warriors,2009,BaseGame,5 to under 12,2,6,3,1,60,2,0,1,8,2,1
32915,Gassy Gus,2006,BaseGame,5 to under 12,2,6,2,3,30,37,1,1,2,23,13
34640,Tannhuser: Ramirez,2008,PremiumGame,12 to under 18,2,2,2,12,60,859,28,15,41,134,44
19789,Takeover: The Stock Market Game,1980,BaseGame,under 5,2,8,2,2,120,36,8,2,1,7,3
10334,Pocket Battles: Elves vs. Orcs,2010,BaseGame,5 to under 12,2,2,2.0548,73,20,1721,76,53,178,619,181
7634,Santiago de Cuba,2011,BaseGame,5 to under 12,2,4,2.1795,195,60,2711,61,169,574,2484,501
32866,Cranium Matching Madness,2007,BaseGame,5 to under 12,2,2,1,1,10,19,1,1,1,10,7
26800,Cogno: Deep Worlds,2005,BaseGame,5 to under 12,2,6,1,1,30,15,3,0,1,8,5
20476,Luck or Logic,1989,BaseGame,5 to under 12,3,12,1,3,60,19,5,1,2,9,4
16950,Bakerstreet,2003,BaseGame,5 to under 12,2,2,1.7647,17,30,394,33,8,24,235,88
21734,Vandorian Phlanx,2001,BaseGame,5 to under 12,2,6,4,1,90,17,1,1,3,10,7
30482,Cobras in the Cockpit,2006,BaseGame,5 to under 12,2,4,2.25,4,60,43,5,8,18,26,22
25304,International Cricket,1985,BaseGame,12 to under 18,1,2,2.6667,6,120,42,0,4,7,28,16
14915,Spinnentwist,2005,BaseGame,5 to under 12,2,2,2.2222,9,30,93,6,9,23,41,27
50850,Paraguay,2011,BaseGame,5 to under 12,2,4,2,3,60,22,0,0,7,9,6
44444,Warhammer: Invasion  Assault on Ulthuan,2010,PremiumGame,12 to under 18,2,2,2.6905,42,60,2059,88,22,61,665,153
17515,Maskenball Venezia,1999,BaseGame,5 to under 12,5,12,1.1111,9,20,151,9,4,8,66,29
7459,A Game of Thrones: The Card Game,2008,BaseGame,12 to under 18,2,4,3.2194,351,60,7715,540,125,581,4617,1054
16058,Little Dungeon: Turtle Rock,2014,BaseGame,5 to under 12,2,5,1.1667,6,15,130,5,0,8,42,17
62975,Limes: Startcards Set A,2014,PremiumGame,5 to under 12,1,2,2,3,20,296,69,2,4,32,24
41524,Hellraiser Monopoly,2002,BaseGame,5 to under 12,2,6,3,1,60,1,0,1,5,2,1
26551,Stalingrad: Intelligence Handbook on Soviet and German Infantry Forces,2004,PremiumGame,12 to under 18,2,2,3,1,120,45,2,1,5,9,4
9368,Love Letter: Batman,2015,BaseGame,5 to under 12,2,4,1.2075,53,20,2457,16,45,165,999,208
27083,Schummelchen,1999,BaseGame,5 to under 12,2,4,2,1,10,7,0,0,0,1,1
10940,Die Dolmengtter,2005,BaseGame,5 to under 12,2,5,2.193,57,30,417,23,53,115,393,174
40745,Feste Druff,2005,BaseGame,5 to under 12,2,6,1,3,20,62,9,0,0,12,4
39522,TriPlex,2006,BaseGame,under 5,2,2,1,1,10,3,0,0,2,1,0
12772,Sukimono,2012,BaseGame,5 to under 12,2,6,1.875,8,30,125,0,43,144,87,32
44146,Welt der Bcher,2009,BaseGame,12 to under 18,2,6,1.5,2,60,11,1,0,0,4,2
7364,Heroscape Master Set: Swarm of the Marro,2007,BaseGame,5 to under 12,2,4,2.2703,111,60,3810,130,154,284,1824,521
22469,"La Campagne de Gettysburg, 1863",1996,BaseGame,12 to under 18,2,2,2.3333,6,120,138,2,4,3,25,14
64598,PO-GO,2014,BaseGame,5 to under 12,2,2,2,1,25,5,1,0,1,6,0
44371,Dungeon Sprint,2002,BaseGame,5 to under 12,2,4,2,1,15,15,0,0,10,4,7
11812,Catan: Ancient Egypt,2014,BaseGame,5 to under 12,3,4,2.6154,13,75,385,14,33,91,118,32
24339,Whac-A-Mole Card Game,2004,BaseGame,under 5,2,4,1,2,30,40,2,0,1,6,4
46324,Terraformers,2010,BaseGame,12 to under 18,2,4,3,2,60,41,0,0,2,20,6
63527,Age of Steam Expansion: Argentina / The French Riviera,2014,PremiumGame,12 to under 18,3,6,3,1,120,55,0,3,8,13,10
9852,Tales of the Arabian Nights,1985,BaseGame,12 to under 18,1,6,2.4533,75,120,973,48,115,240,680,332
64803,Puerto Rico (zawiera 14 dodatkowych budynkow),2007,BaseGame,12 to under 18,2,5,3.5,2,90,32,0,0,2,20,2
52610,La Scatola degli Enigmi,2008,BaseGame,under 5,3,13,1,1,45,27,1,0,0,8,1
19135,Heroes for Dungeonquest,1987,PremiumGame,5 to under 12,1,4,2.303,33,90,680,14,45,59,354,138
48831,Hot Wheels Trading Card Game,2009,BaseGame,5 to under 12,2,2,1,1,15,2,0,0,1,1,1
37030,Die drei ??? Kids: Das Schloss-Geheimnis,2007,BaseGame,5 to under 12,2,4,1.5,2,15,12,0,0,0,5,1
45000,Dominion: Alchemy,2010,PremiumGame,12 to under 18,2,4,2.431,297,30,11713,196,199,907,5879,1223
59263,Evil Baby Orphanage: Nerdfighteria Expansion,2013,PremiumGame,5 to under 12,3,6,1,1,15,132,7,2,16,13,5
60988,Flamb,2013,BaseGame,5 to under 12,2,4,2,1,15,1,0,0,2,1,0
7470,Battle Cry,2000,BaseGame,5 to under 12,2,2,2.0961,406,45,3643,208,125,387,3044,1290
48944,Lost Puppies,2011,BaseGame,5 to under 12,2,6,1,2,20,34,2,0,1,13,8
26373,Rangers!,2004,BaseGame,12 to under 18,2,2,4,1,60,7,0,0,2,1,1
50597,Monkey's Gold,2011,BaseGame,5 to under 12,2,4,1,2,15,30,2,0,0,10,3
60014,Defenders of the Realm: The Noble Dwarf,2014,PremiumGame,12 to under 18,1,4,3,1,90,191,2,14,37,20,13
65812,Micro Train,2014,BaseGame,5 to under 12,2,2,1.5,2,10,14,0,0,7,4,5
65448,Pocket Tennis,2015,BaseGame,12 to under 18,1,4,1,2,30,6,0,1,2,3,2
41143,Zen Flower Showdown,2009,BaseGame,5 to under 12,2,3,2,2,10,10,0,0,3,5,8
15547,Slash: Romance without boundaries,2013,BaseGame,12 to under 18,3,9,1.2,5,45,106,1,5,16,51,15
10827,VOLT: Robot Battle Arena,2014,BaseGame,12 to under 18,2,4,2,19,30,408,14,76,215,217,67
24155,Fib Finder,2003,BaseGame,5 to under 12,2,6,1,1,30,26,1,0,0,5,4
34239,Flash,1993,BaseGame,under 5,2,5,2,1,45,2,0,0,0,1,1
18741,Pictureka! Card Game,2008,BaseGame,5 to under 12,2,3,1.0357,28,15,1015,67,2,9,347,113
27555,Saving Private Checkers,2003,BaseGame,5 to under 12,2,2,2,2,30,6,0,0,1,2,1
48590,Non-Stop Safari,2011,BaseGame,under 5,2,4,2,1,45,2,0,0,2,1,1
47311,Invasion from Outer Space: Zombie-Martians,2010,PremiumGame,12 to under 18,2,8,2.5,2,60,97,1,25,74,14,8
48444,Coco Schnipp,2011,BaseGame,5 to under 12,2,4,1,1,20,30,1,1,3,12,3
68597,Outsider,2015,BaseGame,12 to under 18,3,6,2,2,90,6,0,2,9,3,5
15736,War: Imprio Romano,2007,BaseGame,5 to under 12,3,4,2,6,120,107,3,4,9,59,14
30477,An Illusion of Victory: The Battle of Na San,2006,BaseGame,12 to under 18,2,2,2.8333,6,120,81,3,0,0,9,7
11294,Blood & Roses,2014,BaseGame,under 5,2,2,2.76,25,120,604,14,39,98,115,69
19509,Just Wait,1998,BaseGame,under 5,3,5,1.3333,3,30,22,0,0,2,15,3
22919,Mal Mal,2002,BaseGame,under 5,3,6,1,1,15,62,5,1,2,12,10
14551,Diceland: Cyburg,2005,BaseGame,5 to under 12,2,3,2.3333,3,20,135,9,2,4,30,13
46875,Mars is Ours!,2010,BaseGame,5 to under 12,2,4,3,1,90,39,1,9,44,23,19
70012,Star Wars: Imperial Assault  Return to Hoth,2015,PremiumGame,12 to under 18,2,5,2.5,2,120,7,0,51,268,4,2
13398,Diceland: Ogre,2003,BaseGame,5 to under 12,2,2,2.1667,6,10,278,13,4,11,90,45
39155,"Okko, Yakuza Hazu Akai",2008,PremiumGame,12 to under 18,2,2,1.875,8,45,414,11,28,68,74,24
10378,Clue Master Detective,1988,BaseGame,5 to under 12,3,10,1.8101,79,60,1548,107,28,99,837,323
18867,Dragonology: The Game,2006,BaseGame,5 to under 12,2,6,1.4634,41,60,641,74,2,17,242,134
32011,Scenario Sports,2006,BaseGame,5 to under 12,1,50,1,1,15,0,0,0,0,1,1
11582,Richard Scarry's Busytown: Eye found it! Game,2009,BaseGame,under 5,2,4,1.28,25,30,434,7,6,33,211,90
8766,The Struggle for Catan,2011,BaseGame,5 to under 12,2,4,1.6449,107,45,2861,178,19,87,1305,318
11653,Little Devils,2012,BaseGame,5 to under 12,3,6,1.3714,35,15,888,88,12,53,423,144
18614,Castles,2014,BaseGame,5 to under 12,2,2,2,1,30,129,19,0,7,36,17
9287,HeroQuest,1989,BaseGame,5 to under 12,2,5,2.1788,671,90,9964,469,234,692,6895,2124
7816,Serenissima (first edition),1996,BaseGame,12 to under 18,2,4,3.0605,248,120,2587,158,74,279,1974,678
47226,KISS DVD Board Game,2008,BaseGame,5 to under 12,2,4,2,2,30,8,0,0,2,6,4
42878,PitLane,2012,BaseGame,5 to under 12,2,11,3.375,8,90,15,0,10,43,13,6
20008,Hand Drauf!,2002,BaseGame,5 to under 12,2,5,1,1,20,28,2,0,0,9,3
41880,Simbols,2009,BaseGame,5 to under 12,2,5,1,2,15,5,0,0,3,2,1
52241,Anima Tactics: Claire Adelheid,2008,PremiumGame,12 to under 18,2,2,3,1,60,7,0,0,0,1,0
52878,Battle Royale: The First Silesian War,2012,BaseGame,under 5,2,2,3,1,120,26,1,0,0,4,4
19020,Check the Ripper,1994,BaseGame,12 to under 18,2,4,1.5,2,45,61,2,0,0,20,8
38628,Alfred's Wyke,2008,BaseGame,under 5,2,2,2,2,30,7,0,0,5,14,11
27758,Ziggurat,2002,BaseGame,5 to under 12,2,4,2,3,30,11,0,1,1,6,7
56514,Salmon Run: The Fork/Cataract Falls Board,2013,PremiumGame,5 to under 12,2,4,2,4,20,191,6,3,8,27,16
15208,Yu-Gi-Oh! Trading Card Game,1996,BaseGame,5 to under 12,2,2,2.25,72,20,777,41,6,12,624,226
42626,Nature Dome,2009,BaseGame,5 to under 12,2,2,1,1,10,1,0,0,0,1,1
67855,Dawn of the Zeds (Third edition),2015,BaseGame,12 to under 18,1,4,3,1,90,36,0,25,137,3,30
44754,PigzUp!,2010,BaseGame,under 5,2,4,1,2,10,25,0,0,1,4,6
71064,Honigklau,-99,BaseGame,5 to under 12,2,4,1,1,30,6,1,0,0,4,1
67023,Dungeons & Dragons: Attack Wing  Brass Dragon Expansion Pack,2015,PremiumGame,12 to under 18,2,99,2,1,30,26,0,5,7,2,0
32490,Cranium Wacky Words,2006,BaseGame,under 5,4,6,1,2,20,38,0,1,1,13,8
70140,Beardsmith,2015,BaseGame,5 to under 12,2,6,1,1,25,2,0,0,1,1,3
34954,Koop- en Kaapvaartspel,1982,BaseGame,under 5,2,4,1,1,120,26,2,0,1,8,2
13613,Tower,2013,BaseGame,12 to under 18,1,4,2,8,60,395,24,9,46,109,57
50257,TSWW: Balkan Fury,2011,BaseGame,12 to under 18,2,8,4.6667,3,120,56,4,6,8,6,8
27054,Duel of Ages: Prestige Pack,2003,PremiumGame,12 to under 18,2,16,2.9167,12,120,340,27,19,29,105,34
7876,Archaeology: The Card Game,2007,BaseGame,5 to under 12,2,4,1.341,217,20,3155,107,116,420,2444,897
18220,Hagbards plundringsresa,1990,BaseGame,5 to under 12,2,6,1.2,10,60,51,2,3,6,39,17
40395,Djavha,2004,BaseGame,5 to under 12,2,5,1,1,30,6,0,0,0,2,0
8302,Waggle Dance,2014,BaseGame,5 to under 12,2,4,2.4054,37,90,819,18,144,368,476,137
17640,Solo,1993,BaseGame,5 to under 12,2,10,1.0303,33,30,506,24,0,5,279,71
24877,Caverns of Doom,1980,BaseGame,12 to under 18,1,6,1.6667,3,30,26,0,12,16,11,8
18045,Master of Movies,2005,BaseGame,5 to under 12,2,6,1.3333,6,45,77,0,3,2,62,14
32889,BattleLore: Epic BattleLore,2007,PremiumGame,5 to under 12,2,6,2.6104,77,90,2749,114,48,95,761,297
10050,Storm Over Stalingrad,2006,BaseGame,12 to under 18,2,2,2.2,95,180,1074,40,67,165,483,234
51497,Catan Scenarios: Oil Springs,2011,PremiumGame,12 to under 18,3,4,2.0435,23,60,1141,17,9,44,174,78
25395,Valgkamp,2004,BaseGame,12 to under 18,3,6,1.6667,3,90,11,1,0,1,8,3
7174,Blood Bowl: Living Rulebook,2004,BaseGame,12 to under 18,2,2,3.1481,243,120,2542,19,55,267,2685,534
13988,Monster Derby,1994,BaseGame,under 5,2,10,2.1667,6,120,137,12,10,13,81,41
17694,Venice Connection,1988,BaseGame,5 to under 12,2,2,1.7,10,10,311,9,6,23,179,51
60618,Tattletale,2014,BaseGame,5 to under 12,3,5,1.5,2,15,54,3,0,3,16,7
60430,Yka no Mori,2013,BaseGame,5 to under 12,2,2,2.6667,6,15,178,4,17,60,105,26
12119,Drakon (second edition),2002,BaseGame,5 to under 12,2,6,1.7917,24,40,445,43,2,7,260,53
11006,Ka-Ching!,2001,BaseGame,5 to under 12,2,2,1.5102,49,20,634,40,25,77,442,201
70029,Star Wars: Imperial Assault  Dengar Villain Pack,2015,PremiumGame,12 to under 18,2,5,1,1,120,4,0,30,167,1,1
49075,Death Ride Kursk: 3rd Panzer Expansion,2011,PremiumGame,12 to under 18,2,2,4,2,120,35,0,5,7,7,6
56145,Fire and Flora,2012,BaseGame,5 to under 12,1,4,2,1,60,1,0,1,3,0,0
31863,Portfolio,2000,BaseGame,12 to under 18,2,8,2,1,60,4,0,0,0,1,0
57862,Among the Stars: Hythian,2013,PremiumGame,12 to under 18,2,4,2,6,30,832,13,18,47,105,42
24075,The White Unicorn,1994,BaseGame,5 to under 12,2,4,1.5,2,30,34,4,1,7,13,10
21396,Pyramido,1991,BaseGame,5 to under 12,2,4,1.5,2,20,14,0,2,5,11,3
40174,Race for the Presidency,1987,BaseGame,under 5,2,5,3,1,120,4,1,0,0,1,0
40338,The Great Australian Road Trip,2007,BaseGame,under 5,2,6,1.5,2,60,11,1,0,1,2,4
19590,Osiris,1995,BaseGame,5 to under 12,2,4,2,3,60,91,10,1,4,19,5
43889,Tictactactic,2008,BaseGame,5 to under 12,2,2,1,1,20,1,0,1,3,10,4
7798,Werewolf,1986,BaseGame,5 to under 12,8,24,1.3944,426,60,3371,67,36,221,3478,1464
22838,Con-Tra '50,1993,BaseGame,5 to under 12,2,2,1,1,20,18,0,0,0,1,3
41479,Quackery: The Game of Medieval Medicine,2009,BaseGame,5 to under 12,2,4,1,2,30,58,3,0,4,26,8
15746,COLORS,2008,BaseGame,under 5,2,2,1.2,5,10,46,3,3,13,36,13
17403,Spider Wars,1988,BaseGame,5 to under 12,2,2,1.5,8,30,79,3,5,8,44,23
50526,Ascension: Chronicle of the Godslayer  Void Mesmer Promo,2011,PremiumGame,under 5,1,4,2.1429,7,30,498,18,13,17,131,46
65749,Stier zoekt Bier,2014,BaseGame,5 to under 12,3,5,2,1,45,32,1,0,1,21,10
11611,Black Box +,2007,BaseGame,5 to under 12,2,2,2.2667,15,15,204,7,31,71,108,47
11836,Berserk: War of the Realms,2013,BaseGame,12 to under 18,2,4,2.7143,14,60,475,43,11,68,176,69
8109,Sorry! Sliders,2008,BaseGame,5 to under 12,1,4,1.0707,297,30,4534,271,53,274,3023,1171
14372,Cannibal Pygmies in the Jungle of Doom,2002,BaseGame,12 to under 18,2,6,1.2955,44,20,611,40,9,41,320,124
56887,Spartacus: The Serpents and the Wolf Expansion Set,2013,PremiumGame,12 to under 18,3,6,2.5405,37,150,2028,28,53,155,696,171
16154,Justice League: Axis of Villains Strategy Game,2013,BaseGame,5 to under 12,2,4,1.5,16,60,305,27,3,19,136,50
17678,Rock Trivia,1987,BaseGame,12 to under 18,2,6,1.8,5,60,68,7,0,3,34,12
15621,Metro 2033,2011,BaseGame,12 to under 18,2,6,2.6667,15,60,197,7,23,97,116,31
9395,Ground Floor,2012,BaseGame,12 to under 18,2,6,3.7067,150,150,1951,113,107,370,1205,436
48893,Hit the Deck,2009,BaseGame,5 to under 12,2,6,1,2,30,83,9,0,0,20,8
11616,CrossFire: Rules & Organizations for Company Level WW2 Gaming,1996,BaseGame,12 to under 18,2,6,2.5,20,120,194,4,9,26,105,45
68710,Parkies,2015,BaseGame,12 to under 18,2,6,2.5,2,60,35,1,1,12,8,7
11799,Food Fight,2011,BaseGame,12 to under 18,2,6,1.7381,42,30,978,67,20,82,525,149
9224,The New Era,2011,BaseGame,5 to under 12,2,5,3.4356,101,60,1559,41,164,558,1005,233
38379,Napoleon in Italy,2008,BaseGame,under 5,2,2,1,1,120,25,1,1,1,6,6
28796,Fire Drill,2001,BaseGame,5 to under 12,2,2,1.6667,3,20,6,0,0,0,4,3
9462,Turn the Tide,1997,BaseGame,5 to under 12,3,5,1.533,349,30,3755,112,108,359,2775,866
24731,Die Kinder-Uni. Das Spiel,2004,BaseGame,5 to under 12,3,5,1,1,45,6,1,2,2,3,1
25260,Zoo Food,1999,BaseGame,under 5,1,5,1,2,10,29,1,0,2,5,4
54803,Vermont Horror Expansion (fan expansion for Arkham Horror),2011,PremiumGame,12 to under 18,1,8,5,1,180,23,1,7,40,4,1
21945,Talk About,1989,BaseGame,5 to under 12,3,5,1,1,30,30,3,1,1,14,5
50991,Sid Meier's Civilization: The Board Game  Fame and Fortune,2011,PremiumGame,12 to under 18,2,5,3.72,125,180,4099,85,105,381,1468,338
25223,Fiske Flax,2002,BaseGame,under 5,2,4,1,1,15,7,2,0,0,7,3
11706,Rise to Power,2014,BaseGame,12 to under 18,2,6,2.375,32,45,496,21,22,63,186,73
31563,Maillot Arc-en-Ciel,2006,BaseGame,5 to under 12,2,6,2,1,60,7,0,2,1,7,5
31801,Reiselyst,2005,BaseGame,12 to under 18,2,6,3,1,45,7,2,0,0,5,3
29818,Paris Paris: Zusatzkarten Expansion,2003,PremiumGame,5 to under 12,2,4,1.5,2,45,32,2,16,14,14,10
59533,Sky Duel 1945,2013,BaseGame,5 to under 12,1,2,1,1,15,5,0,0,6,0,2
11140,The Really Nasty Horse Racing Game,1987,BaseGame,12 to under 18,2,6,1.7083,72,90,821,58,44,83,579,247
8602,Pacific Typhoon,2008,BaseGame,5 to under 12,3,7,2.0254,118,120,1070,59,35,97,669,276
19092,Isis,1992,BaseGame,5 to under 12,2,7,2.5,2,30,23,1,4,7,11,6
48540,Auf die Birne,2011,BaseGame,5 to under 12,2,5,1.4,5,15,52,2,0,4,22,6
19225,Sokrates,1994,BaseGame,5 to under 12,2,4,1.6667,3,20,63,5,0,0,20,8
18987,90 Grad,2000,BaseGame,5 to under 12,2,2,2.6,5,15,58,2,5,13,25,12
11372,Colonialism,2013,BaseGame,12 to under 18,2,4,2.8571,14,90,450,24,27,81,171,63
14776,Battles of the Ancient World Volume III,2000,BaseGame,12 to under 18,2,2,1.6667,12,120,131,5,8,7,48,29
18510,Cats' Mansion,1984,BaseGame,5 to under 12,2,4,1.3333,12,20,125,15,11,14,66,40
28620,Shacru,2004,BaseGame,under 5,2,4,1.5714,7,30,20,0,0,6,15,10
28400,MiniMonFa Undead Expansion,2005,PremiumGame,5 to under 12,2,8,1.5714,7,20,180,17,3,1,51,6
58406,The Lord of the Rings: The Card Game  The Morgul Vale,2013,PremiumGame,12 to under 18,1,2,2.875,8,60,1115,6,65,124,131,48
42231,Nonaga,2008,BaseGame,5 to under 12,2,2,1.3333,3,20,36,0,0,11,28,11
13759,Victory in Vietnam,1999,BaseGame,12 to under 18,2,2,2.8333,6,180,143,2,27,43,36,35
41950,Schiebung,2009,BaseGame,5 to under 12,3,4,1,2,15,8,0,7,7,9,4
14407,Strike A Pose,2014,BaseGame,5 to under 12,3,14,1.3333,3,50,76,1,2,20,45,13
71620,Bleff,-99,BaseGame,5 to under 12,2,6,1,2,45,17,0,0,2,15,4
13065,Lords & Ladies,2014,BaseGame,5 to under 12,2,5,1.5833,12,60,274,10,21,84,95,41
67848,The 19th hole,2015,BaseGame,12 to under 18,1,2,1,1,60,9,0,1,11,2,3
9913,Le Fantme de l'Opra,2013,BaseGame,5 to under 12,2,2,2.12,25,30,979,22,135,411,539,138
66318,Golem Arcana: Urugal Expansion  The Khan's Pyre,2014,PremiumGame,12 to under 18,2,2,2,1,30,77,5,4,2,7,3
39302,Piet Piraat: Schattenjacht,2003,BaseGame,under 5,2,4,1,3,20,4,0,0,0,3,2
46054,Micro Mutants: Invasion,2010,PremiumGame,under 5,2,4,2,1,45,8,0,21,60,2,0
21465,Eyes of the Jungle,1991,BaseGame,5 to under 12,1,10,1.5,2,30,48,4,1,2,16,15
12604,Fictionaire,2010,BaseGame,5 to under 12,4,7,1.2,25,20,540,37,4,19,172,96
57650,Elder Sign: Unseen Forces,2013,PremiumGame,12 to under 18,1,8,2.4022,92,90,5106,56,123,492,1570,362
31112,Age of Steam Expansion: Eastern US & Canada,2006,PremiumGame,12 to under 18,3,6,3.4,5,120,204,6,16,32,22,23
35089,BattleLore: Hill Giant,2006,PremiumGame,under 5,2,2,2.0571,35,60,1877,139,37,70,454,193
17600,Battle of Buena Vista,1996,BaseGame,12 to under 18,2,2,2.8571,7,90,221,12,1,3,32,29
13509,SHH,2015,BaseGame,5 to under 12,2,4,1.75,4,10,300,2,8,23,51,27
59514,Star Wars: The Card Game  Balance of the Force,2013,PremiumGame,5 to under 12,2,4,3.1,10,60,1241,47,32,87,156,49
19364,My Brain is Bleeding,2001,BaseGame,5 to under 12,2,6,1,1,60,68,3,2,3,19,11
14620,ZoxSo,2009,BaseGame,5 to under 12,2,2,2.5556,9,15,78,1,3,20,44,28
20354,Route 66,1993,BaseGame,5 to under 12,2,5,1,1,60,46,3,1,1,14,5
38951,Stockbridge,1988,BaseGame,under 5,3,5,1,1,60,3,0,0,0,3,1
54964,"Dust Tactics: Operation ""Hades""",2012,PremiumGame,under 5,2,2,2,1,30,117,1,4,14,17,5
18435,Ghettopoly,2003,BaseGame,12 to under 18,2,7,1.4,10,60,167,28,18,36,68,52
18090,Heuchel und Meuchel,1990,BaseGame,12 to under 18,3,6,1.5833,12,30,149,13,1,4,56,17
36477,El desafo de la Historia,1998,BaseGame,under 5,2,4,1,1,120,6,0,0,0,4,0
15040,Plext,2005,BaseGame,5 to under 12,2,8,2.0909,11,30,82,10,2,11,55,29
64697,Tennis,2014,BaseGame,5 to under 12,1,3,1,1,5,2,0,0,0,1,0
21001,Baffles: Intriguing Game of Words,1986,BaseGame,12 to under 18,2,6,1,4,90,44,8,0,1,14,7
31532,Zeon,2004,BaseGame,5 to under 12,2,2,1,1,15,5,0,0,5,4,1
32267,Silent Death Forces: More Than Valor,2000,PremiumGame,5 to under 12,2,8,4,1,120,41,1,4,2,7,0
12263,Gunrunners,2013,BaseGame,5 to under 12,2,4,1.2,10,30,382,35,11,47,149,66
47227,Call of Cthulhu: The Card Game  The Order of the Silver Twilight,2010,PremiumGame,12 to under 18,2,2,3,10,30,594,11,31,47,100,31
47644,Inca Empire: Bonus Sun Event Cards,2010,PremiumGame,under 5,3,4,3,6,90,262,14,35,48,71,34
18215,Star Quest,1995,BaseGame,5 to under 12,2,8,1.75,4,30,78,23,5,4,30,18
48941,New World Colony,2011,BaseGame,5 to under 12,1,1,1.5,4,10,64,0,4,28,24,21
54917,#NAME?,2011,PremiumGame,5 to under 12,1,4,1,2,5,2,1,0,0,1,0
9211,Machi Koro,2012,BaseGame,5 to under 12,2,4,1.5559,599,30,13077,245,430,1861,7956,1665
32943,Monopoly: Liverpool Edition,2005,BaseGame,5 to under 12,2,6,1,1,120,5,0,0,0,5,2
11989,Trxx,2015,BaseGame,5 to under 12,1,4,1.1176,17,15,243,3,13,55,164,34
41986,Liar Liar,2009,BaseGame,12 to under 18,2,6,2,2,90,19,2,1,6,16,5
7568,Warmachine Prime Mk II,2010,BaseGame,12 to under 18,2,4,3.6897,58,60,1227,23,28,73,692,160
59710,Dreadball: KickOff,2013,BaseGame,12 to under 18,2,2,2,1,90,83,3,2,1,22,5
17894,Weed!,2002,BaseGame,18 to under 21,2,4,1.0909,11,20,148,8,3,7,86,36
15084,Ambagibus,2009,BaseGame,under 5,1,1,1.3333,6,15,48,0,1,13,31,24
18383,Life on the Farm Board Game,1996,BaseGame,5 to under 12,2,6,1.375,8,120,59,8,1,3,32,17
23028,All-in-the-Dice Baseball,1988,BaseGame,12 to under 18,1,2,1,1,10,5,0,1,1,2,2
27449,PrimePak,2000,BaseGame,under 5,1,6,2,1,30,11,2,0,1,4,3
